CODERIVOLI;LIBELLEVOIE;TYPEVOIE;LIBELLESEUL;CODEQUARTIER;LIBELLEQUARTIER;NOMQUARTIER;COTE;DEBUT;FIN;CODEPOSTAL
4395;RUE HERIARD DUBREUIL;RUE;HÉRIARD DUBREUIL;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4400;RUE DE L'HERMITAGE;RUE;DE L'HERMITAGE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4400;RUE DE L'HERMITAGE;RUE;DE L'HERMITAGE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4402;IMPASSE HERMITAGE;IMPASSE;HERMITAGE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4402;IMPASSE HERMITAGE;IMPASSE;HERMITAGE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4405;PASSAGE HERMITTE;PASSAGE;HERMITTE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4405;PASSAGE HERMITTE;PASSAGE;HERMITTE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4410;RUE HERON;RUE;HÉRON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4410;RUE HERON;RUE;HÉRON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4415;RUE HIPPOLYTE MINIER;RUE;HIPPOLYTE MINIER;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4415;RUE HIPPOLYTE MINIER;RUE;HIPPOLYTE MINIER;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4420;RUE HOCHE;RUE;HOCHE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4420;RUE HOCHE;RUE;HOCHE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4423;SQUARE HONORE D'ESTIENNE D'ORVES;SQUARE;HONORÉ D'ESTIENNE D'ORVES;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4423;SQUARE HONORE D'ESTIENNE D'ORVES;SQUARE;HONORÉ D'ESTIENNE D'ORVES;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4425;RUE HONORE PICON;RUE;HONORÉ PICON;07;Quartier 7;Bastide;Impair;0001;9999;33100
4425;RUE HONORE PICON;RUE;HONORÉ PICON;07;Quartier 7;Bastide;Pair;0002;9998;33100
4430;RUE HONORE TESSIER;RUE;HONORÉ TESSIER;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
4430;RUE HONORE TESSIER;RUE;HONORÉ TESSIER;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
4435;PASSAGE DE L'HOPITAL;PASSAGE;DE L'HÔPITAL;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4435;PASSAGE DE L'HOPITAL;PASSAGE;DE L'HÔPITAL;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4445;RUE HORTENSE;RUE;HORTENSE;07;Quartier 7;Bastide;Impair;0001;9999;33100
4445;RUE HORTENSE;RUE;HORTENSE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4447;SQUARE HORTENSE SCHNEIDER;SQUARE;HORTENSE SCHNEIDER;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4447;SQUARE HORTENSE SCHNEIDER;SQUARE;HORTENSE SCHNEIDER;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4450;RUE DES HORTENSIAS;RUE;DES HORTENSIAS;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4450;RUE DES HORTENSIAS;RUE;DES HORTENSIAS;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4455;RUE DE L'HOTEL DE VILLE;RUE;DE L'HÔTEL DE VILLE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4455;RUE DE L'HOTEL DE VILLE;RUE;DE L'HÔTEL DE VILLE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4460;RUE DE HOURTINS;RUE;DE HOURTINS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4460;RUE DE HOURTINS;RUE;DE HOURTINS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4465;QUAI HUBERT PROM;QUAI;HUBERT PROM;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4465;QUAI HUBERT PROM;QUAI;HUBERT PROM;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4470;RUE HUGLA;RUE;HUGLA;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
4470;RUE HUGLA;RUE;HUGLA;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
4475;RUE HUGUERIE;RUE;HUGUERIE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4475;RUE HUGUERIE;RUE;HUGUERIE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4477;RUE DU 8EME REGIMENT D'INFANTERIE;RUE;DU 8ÈME RÉGIMENT D'INFANTERIE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4477;RUE DU 8EME REGIMENT D'INFANTERIE;RUE;DU 8ÈME RÉGIMENT D'INFANTERIE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4480;IMPASSE HUSTIN;IMPASSE;HUSTIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4480;IMPASSE HUSTIN;IMPASSE;HUSTIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4485;RUE HUSTIN;RUE;HUSTIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4485;RUE HUSTIN;RUE;HUSTIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4490;RUE DE L'ISLE;RUE;DE L'ISLE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4490;RUE DE L'ISLE;RUE;DE L'ISLE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4495;RUE DES IMPASSES;RUE;DES IMPASSES;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4495;RUE DES IMPASSES;RUE;DES IMPASSES;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4500;RUE DE L'INDUSTRIE;RUE;DE L'INDUSTRIE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4500;RUE DE L'INDUSTRIE;RUE;DE L'INDUSTRIE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4505;RUE INGRES;RUE;INGRES;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4505;RUE INGRES;RUE;INGRES;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4510;COURS DE L'INTENDANCE;COURS;DE L'INTENDANCE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4510;COURS DE L'INTENDANCE;COURS;DE L'INTENDANCE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4511;RUE JAC BELAUBRE;RUE;JAC BELAUBRE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4511;RUE JAC BELAUBRE;RUE;JAC BELAUBRE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4512;RUE JACQUES CAMILLE PARIS;RUE;JACQUES CAMILLE PARIS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
4512;RUE JACQUES CAMILLE PARIS;RUE;JACQUES CAMILLE PARIS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
4514;RUE JACQUES ELLUL;RUE;JACQUES ELLUL;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4514;RUE JACQUES ELLUL;RUE;JACQUES ELLUL;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4515;RUE JACQUES CARTIER;RUE;JACQUES CARTIER;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4515;RUE JACQUES CARTIER;RUE;JACQUES CARTIER;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4516;RUE JACQUES LEMARCHAND;RUE;JACQUES LEMARCHAND;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4516;RUE JACQUES LEMARCHAND;RUE;JACQUES LEMARCHAND;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4517;RUE JACQUES D'WELLES;RUE;JACQUES D'WELLES;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4517;RUE JACQUES D'WELLES;RUE;JACQUES D'WELLES;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4518;PLACE JACQUES ET JEAN-FRANCOIS LEMOINE;PLACE;JACQUES ET JEAN-FRANÇOIS LEMOINE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4518;PLACE JACQUES ET JEAN-FRANCOIS LEMOINE;PLACE;JACQUES ET JEAN-FRANÇOIS LEMOINE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4519;RUE JACQUES NANCY;RUE;JACQUES NANCY;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4519;RUE JACQUES NANCY;RUE;JACQUES NANCY;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4520;RUE JACQUES RIVIERE;RUE;JACQUES RIVIÈRE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4520;RUE JACQUES RIVIERE;RUE;JACQUES RIVIÈRE;07;Quartier 7;Bastide;Impair;0001;9999;33100
4526;RUE JACQUES THIBAUD;RUE;JACQUES THIBAUD;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4526;RUE JACQUES THIBAUD;RUE;JACQUES THIBAUD;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4530;RUE DE LA JALLE;RUE;DE LA JALLE;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4530;RUE DE LA JALLE;RUE;DE LA JALLE;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4531;AVENUE DE LA JALLERE;AVENUE;DE LA JALLÈRE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4531;AVENUE DE LA JALLERE;AVENUE;DE LA JALLÈRE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4535;RUE DE JANEAU;RUE;DE JANEAU;07;Quartier 7;Bastide;Pair;0002;9998;33100
4535;RUE DE JANEAU;RUE;DE JANEAU;07;Quartier 7;Bastide;Impair;0001;9999;33100
4540;RUE JARDEL;RUE;JARDEL;07;Quartier 7;Bastide;Impair;0001;9999;33100
4540;RUE JARDEL;RUE;JARDEL;07;Quartier 7;Bastide;Pair;0002;9998;33100
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;01;Quartier 1;Bordeaux maritime;Impair;0319;0341;33300
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;0137;33000
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;0114;33000
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;01;Quartier 1;Bordeaux maritime;Pair;0262;0286;33300
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0139;0293;33300
4545;RUE DU JARDIN PUBLIC;RUE;DU JARDIN PUBLIC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0116;0254;33300
4547;RUE JEAN ANOUILH;RUE;JEAN ANOUILH;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4547;RUE JEAN ANOUILH;RUE;JEAN ANOUILH;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4549;RUE JEAN ARTUS;RUE;JEAN ARTUS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
4549;RUE JEAN ARTUS;RUE;JEAN ARTUS;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
4550;RUE JEAN BALDE;RUE;JEAN BALDE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4550;RUE JEAN BALDE;RUE;JEAN BALDE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4555;RUE JEAN BAPTISTE COLBERT;RUE;JEAN BAPTISTE COLBERT;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4555;RUE JEAN BAPTISTE COLBERT;RUE;JEAN BAPTISTE COLBERT;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4565;RUE JEAN BART;RUE;JEAN BART;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4565;RUE JEAN BART;RUE;JEAN BART;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4570;RUE JEAN BEDOURET;RUE;JEAN BEDOURET;07;Quartier 7;Bastide;Pair;0002;9998;33100
4570;RUE JEAN BEDOURET;RUE;JEAN BEDOURET;07;Quartier 7;Bastide;Impair;0001;9999;33100
4571;ALLEE JEAN BENAIS;ALLÉE;JEAN BENAIS;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4571;ALLEE JEAN BENAIS;ALLÉE;JEAN BENAIS;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4572;PLACE JEAN BERTHEROY;PLACE;JEAN BERTHEROY;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33000
4572;PLACE JEAN BERTHEROY;PLACE;JEAN BERTHEROY;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33000
4575;SQUARE JEAN BUREAU;SQUARE;JEAN BUREAU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4575;SQUARE JEAN BUREAU;SQUARE;JEAN BUREAU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4580;RUE JEAN BURGUET;RUE;JEAN BURGUET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4580;RUE JEAN BURGUET;RUE;JEAN BURGUET;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4584;RUE JEAN COCTEAU;RUE;JEAN COCTEAU;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4584;RUE JEAN COCTEAU;RUE;JEAN COCTEAU;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4585;RUE JEAN COUDANNE;RUE;JEAN COUDANNE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4585;RUE JEAN COUDANNE;RUE;JEAN COUDANNE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4590;RUE JEAN ET CHARLES PANNETIER;RUE;JEAN ET CHARLES PANNETIER;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4590;RUE JEAN ET CHARLES PANNETIER;RUE;JEAN ET CHARLES PANNETIER;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4595;RUE JEAN CROIX TREYERAN;RUE;JEAN CROIX TREYERAN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4595;RUE JEAN CROIX TREYERAN;RUE;JEAN CROIX TREYERAN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4600;RUE JEAN DESCAS;RUE;JEAN DESCAS;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4600;RUE JEAN DESCAS;RUE;JEAN DESCAS;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4605;RUE JEAN DOLLFUS;RUE;JEAN DOLLFUS;07;Quartier 7;Bastide;Pair;0002;9998;33100
4605;RUE JEAN DOLLFUS;RUE;JEAN DOLLFUS;07;Quartier 7;Bastide;Impair;0001;9999;33100
4610;RUE JEAN DUMAS;RUE;JEAN DUMAS;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4610;RUE JEAN DUMAS;RUE;JEAN DUMAS;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4612;RUE JEAN DUPAS;RUE;JEAN DUPAS;07;Quartier 7;Bastide;Pair;0002;9998;33100
4612;RUE JEAN DUPAS;RUE;JEAN DUPAS;07;Quartier 7;Bastide;Impair;0001;9999;33100
4613;RUE JEAN FLEURET;RUE;JEAN FLEURET;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4613;RUE JEAN FLEURET;RUE;JEAN FLEURET;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4614;RUE JEAN GABRIEL DOMERGUE;RUE;JEAN GABRIEL DOMERGUE;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4614;RUE JEAN GABRIEL DOMERGUE;RUE;JEAN GABRIEL DOMERGUE;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4615;RUE JEAN GRONDEL;RUE;JEAN GRONDEL;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4615;RUE JEAN GRONDEL;RUE;JEAN GRONDEL;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4616;RUE JEAN DE LA FONTAINE;RUE;JEAN DE LA FONTAINE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4616;RUE JEAN DE LA FONTAINE;RUE;JEAN DE LA FONTAINE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4617;RUE JEAN FORTON;RUE;JEAN FORTON;07;Quartier 7;Bastide;Pair;0002;9998;33100
4617;RUE JEAN FORTON;RUE;JEAN FORTON;07;Quartier 7;Bastide;Impair;0001;9999;33100
4618;RUE JEAN GOUSSEBAIRE;RUE;JEAN GOUSSEBAIRE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4618;RUE JEAN GOUSSEBAIRE;RUE;JEAN GOUSSEBAIRE;07;Quartier 7;Bastide;Impair;0001;9999;33100
4619;ALLEE JEAN GIONO;ALLÉE;JEAN GIONO;07;Quartier 7;Bastide;Pair;0002;9998;33100
4619;ALLEE JEAN GIONO;ALLÉE;JEAN GIONO;07;Quartier 7;Bastide;Impair;0001;9999;33100
4620;RUE JEAN HAMEAU;RUE;JEAN HAMEAU;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4620;RUE JEAN HAMEAU;RUE;JEAN HAMEAU;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4630;RUE JEAN JACQUES BEL;RUE;JEAN JACQUES BEL;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4630;RUE JEAN JACQUES BEL;RUE;JEAN JACQUES BEL;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4635;BOULEVARD JEAN JACQUES BOSC;BOULEVARD;JEAN JACQUES BOSC;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4640;RUE JEAN JACQUES RABAUD;RUE;JEAN JACQUES RABAUD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4640;RUE JEAN JACQUES RABAUD;RUE;JEAN JACQUES RABAUD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4641;PLACE JEAN-JACQUES RABAUD;PLACE;JEAN-JACQUES RABAUD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4641;PLACE JEAN-JACQUES RABAUD;PLACE;JEAN-JACQUES RABAUD;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4644;RUE JEAN JACQUES ROUSSEAU;RUE;JEAN JACQUES ROUSSEAU;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4644;RUE JEAN JACQUES ROUSSEAU;RUE;JEAN JACQUES ROUSSEAU;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4645;RUE JEAN JACQUES ROUSSEAU;RUE;JEAN JACQUES ROUSSEAU;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4645;RUE JEAN JACQUES ROUSSEAU;RUE;JEAN JACQUES ROUSSEAU;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4650;PLACE JEAN JAURES;PLACE;JEAN JAURÈS;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4650;PLACE JEAN JAURES;PLACE;JEAN JAURÈS;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4655;RUE JEAN LALANNE;RUE;JEAN LALANNE;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4655;RUE JEAN LALANNE;RUE;JEAN LALANNE;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4657;RUE JEAN DE MALET;RUE;JEAN DE MALET;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4657;RUE JEAN DE MALET;RUE;JEAN DE MALET;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4660;RUE JEAN MERMOZ;RUE;JEAN MERMOZ;05;Quartier 5;Nansouty Saint-Genès;Pair;0002;9998;33800
4660;RUE JEAN MERMOZ;RUE;JEAN MERMOZ;05;Quartier 5;Nansouty Saint-Genès;Impair;0001;9999;33800
4665;PLACE JEAN MOULIN;PLACE;JEAN MOULIN;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4665;PLACE JEAN MOULIN;PLACE;JEAN MOULIN;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4667;IMPASSE JEANNE LAFOND;IMPASSE;JEANNE LAFOND;07;Quartier 7;Bastide;Pair;0002;9998;33100
4667;IMPASSE JEANNE LAFOND;IMPASSE;JEANNE LAFOND;07;Quartier 7;Bastide;Impair;0001;9999;33100
4668;RUE JEAN ODIN;RUE;JEAN ODIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33000
4668;RUE JEAN ODIN;RUE;JEAN ODIN;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33000
4670;RUE JEAN PIERRE MARIE BOURON;RUE;JEAN PIERRE MARIE BOURON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4670;RUE JEAN PIERRE MARIE BOURON;RUE;JEAN PIERRE MARIE BOURON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4675;RUE JEAN-PAUL ALAUX;RUE;JEAN-PAUL ALAUX;07;Quartier 7;Bastide;Pair;0002;9998;33100
4675;RUE JEAN-PAUL ALAUX;RUE;JEAN-PAUL ALAUX;07;Quartier 7;Bastide;Impair;0001;9999;33100
4679;SQUARE JEAN REBEYROL;SQUARE;JEAN REBEYROL;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4679;SQUARE JEAN REBEYROL;SQUARE;JEAN REBEYROL;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4680;RUE JEAN RENAUD DANDICOLLE;RUE;JEAN RENAUD DANDICOLLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4680;RUE JEAN RENAUD DANDICOLLE;RUE;JEAN RENAUD DANDICOLLE;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4685;RUE JEAN RICHEPIN;RUE;JEAN RICHEPIN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4685;RUE JEAN RICHEPIN;RUE;JEAN RICHEPIN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4690;RUE JEAN SABAROTS;RUE;JEAN SABAROTS;07;Quartier 7;Bastide;Pair;0002;9998;33100
4690;RUE JEAN SABAROTS;RUE;JEAN SABAROTS;07;Quartier 7;Bastide;Impair;0001;9999;33100
4692;RUE JEAN SAMAZEUILH;RUE;JEAN SAMAZEUILH;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4692;RUE JEAN SAMAZEUILH;RUE;JEAN SAMAZEUILH;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4695;RUE JEAN SOULA;RUE;JEAN SOULA;03;Quartier 3;Centre-ville;Impair;0001;9999;33000
4695;RUE JEAN SOULA;RUE;JEAN SOULA;03;Quartier 3;Centre-ville;Pair;0002;9998;33000
4698;RUE JEAN VAQUIER;RUE;JEAN VAQUIER;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4698;RUE JEAN VAQUIER;RUE;JEAN VAQUIER;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4699;SQUARE JEAN VAUTHIER;SQUARE;JEAN VAUTHIER;06;Quartier 6;Bordeaux sud;Impair;0001;9999;33800
4699;SQUARE JEAN VAUTHIER;SQUARE;JEAN VAUTHIER;06;Quartier 6;Bordeaux sud;Pair;0002;9998;33800
4700;RUE JEANNE;RUE;JEANNE;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4700;RUE JEANNE;RUE;JEANNE;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4705;AVENUE JEANNE D'ARC;AVENUE;JEANNE D'ARC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4705;AVENUE JEANNE D'ARC;AVENUE;JEANNE D'ARC;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4707;RUE JEANNE DE LESTONNAC;RUE;JEANNE DE LESTONNAC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Pair;0002;9998;33300
4707;RUE JEANNE DE LESTONNAC;RUE;JEANNE DE LESTONNAC;02;Quartier 2;Chartrons Grand-Parc Jardin Public;Impair;0001;9999;33300
4708;RUE JEANNE JUGAN;RUE;JEANNE JUGAN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4708;RUE JEANNE JUGAN;RUE;JEANNE JUGAN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4715;IMPASSE JEANNIN;IMPASSE;JEANNIN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4715;IMPASSE JEANNIN;IMPASSE;JEANNIN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4717;RUE JEANNIN;RUE;JEANNIN;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4717;RUE JEANNIN;RUE;JEANNIN;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4720;RUE JENNY LEPREUX;RUE;JENNY LÉPREUX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4720;RUE JENNY LEPREUX;RUE;JENNY LÉPREUX;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4725;RUE JEROME MAUVIGNEY;RUE;JÉRÔME MAUVIGNEY;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4725;RUE JEROME MAUVIGNEY;RUE;JÉRÔME MAUVIGNEY;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4730;AVENUE DU JEU DE PAUME;AVENUE;DU JEU DE PAUME;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4730;AVENUE DU JEU DE PAUME;AVENUE;DU JEU DE PAUME;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4735;RUE JIEL LAVAL;RUE;JIEL LAVAL;08;Quartier 8;Caudéran;Impair;0001;9999;33200
4735;RUE JIEL LAVAL;RUE;JIEL LAVAL;08;Quartier 8;Caudéran;Pair;0002;9998;33200
4737;PLACE JOHN LEWIS BROWN;PLACE;JOHN LEWIS BROWN;01;Quartier 1;Bordeaux maritime;Pair;0002;9998;33300
4737;PLACE JOHN LEWIS BROWN;PLACE;JOHN LEWIS BROWN;01;Quartier 1;Bordeaux maritime;Impair;0001;9999;33300
4740;PLACE JOHNSTON;PLACE;JOHNSTON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Impair;0001;9999;33000
4740;PLACE JOHNSTON;PLACE;JOHNSTON;04;Quartier 4;Saint Augustin Tauzin Alphonse Dupeux;Pair;0002;9998;33000
4745;BOULEVARD JOLIOT CURIE;BOULEVARD;JOLIOT CURIE;07;Quartier 7;Bastide;Pair;0002;9998;33100
4745;BOULEVARD JOLIOT CURIE;BOULEVARD;JOLIOT CURIE;07;Quartier 7;Bastide;Impair;0001;9999;33100
