GID,GENREV,LIBELLEV,DOMANIAL,CODERIV,MOTD,IDENT,NOMNG,NUMEROFR,NUMEROEU,RHFV_COMMU,CDATE,MDATE
7672,ALL,DES ANEMONES,4,0096V,ANEM,4490021,Allée des Anemones ,,,17,19950126022300,20070118203200
7673,RUE,ANTOINE BERARD,6,0097W,BERA,4490022,Rue Antoine Berard ,,,17,19950126022300,20070118203200
7674,RUE,ANTOINE BOURDELLE,4,0098X,BOUR,4490023,Rue Antoine Bourdelle ,,,17,19950126022300,20070423162900
7675,RUE,ANTOINE THIERREE,4,0102B,THIE,4490024,Rue Antoine Thierree ,,,17,19950126022300,20070423162900
7676,RUE,ANTOINE WATTEAU,4,0099Y,WATT,4490025,Rue Antoine Watteau ,,,17,19950126022300,20070118203200
7677,RUE,ANTONIN LARROQUE,4,0100Z,LARR,4490026,Rue Antonin Larroque ,,,17,19950126022300,20070118203200
7678,IMP,APOLLINAIRE,4,0586C,APOL,4490027,Impasse Apollinaire ,,,17,19950126022300,20070118203200
7679,ALL,DES ARBOUSIERS,4,0104D,ARBO,4490028,Allée des Arbousiers ,,,17,19950126022300,20130812100740
7680,RUE,ARISTIDE BRIAND,5,0107G,BRIA,4490029,Rue Aristide Briand ,,,17,19950126022300,20070423162900
7681,RUE,ARMAND BERLAN,4,0110K,BERL,4490030,Rue Armand Berlan ,,,17,19950126022300,20070423162900
7682,RUE,ARNAUD DENIGES,4,0120W,DENI,4490031,Rue Arnaud Deniges ,,,17,19950126022300,20070423162900
7683,RUE,ARSENE LAUBA,4,0125B,LAUB,4490032,Rue Arsene Lauba ,,,17,19950126022300,20070118203200
7684,RUE,ARTHUR RIMBAUD,6,0130G,RIMB,4490033,Rue Arthur Rimbaud ,,,17,19950126022300,20070423162900
7685,ALL,DES AUBEPINES,4,0132J,AUBE,4490034,Allée des Aubepines ,,,17,19950126022300,20070118203200
12148,CHEM,RURAL N°3,0,,RURA,2730165,Chemin Rural N°3,,,29,20130329091100,20130329130616
7686,RUE,AUGUSTE RENOIR,4,0135M,RENO,4490035,Rue Auguste Renoir ,,,17,19950126022300,20070118203200
7687,RUE,AUGUSTE RODIN,4,0136N,RODI,4490036,Rue Auguste Rodin ,,,17,19950126022300,20070423162900
6779,ALL,DU PONT DE MADAME,5,2356G,MADA,2810856,Allée du Pont de Madame ,,,16,19950125230000,20070423162800
6781,RUE,DIEUDONNE COSTES,5,0762Z,COST,2810859,Rue Dieudonne Costes ,,,16,19950125230000,20070118202200
6782,RUE,MAURICE BELLONTE,5,2061L,BELL,2810860,Rue Maurice Bellonte ,,,16,19950125230000,20070423162800
6783,IMP,DIDIER DAURAT,5,0761Y,DAUR,2810861,Impasse Didier Daurat ,,,16,19950125230000,20070423162800
6785,ALL,DES CLEMATITES,5,0697D,CLEM,2810864,Allée des Clematites ,,,16,19950125230000,20070118202200
6786,AVE,PYTHAGORE,V,2454N,PYTH,2810865,Avenue Pythagore ,,,16,19950125230000,20100531091728
6787,ALL,DES TAMARIS,5,2689U,TAMA,2810866,Allée des Tamaris ,,,16,19950125230000,20070118202200
6789,ALL,DES CONVIVIALES,4,0716Z,CONV,2810868,Allée des Conviviales ,,,16,19950125230000,20070118202200
6790,ALL,DE FOURCHATEAU,4,0958M,FOUR,2810869,Allée de Fourchateau ,,,16,19950125230000,20130812100736
6791,RUE,DES ORMES,4,2197J,ORME,2810870,Rue des Ormes ,,,16,19950125230000,20070118202200
6793,ALL,DES FONTANILES,5,0943W,FONT,2810872,Allée des Fontaniles ,,,16,19950125230000,20070118202200
6794,RUE,DU MUGUET,4,2155N,MUGU,2810873,Rue du Muguet ,,,16,19950125230000,20131014122608
6795,RUE,DES MYOSOTIS,5,2154M,MYOS,2810874,Rue des Myosotis ,,,16,19950125230000,20070423162800
6797,AVE,CHARLES LINDBERGH,5,,LIND,2810877,Avenue Charles Lindbergh ,,,16,19950125230000,20070118202200
6798,AVE,NEIL ARMSTRONG,5,2161V,ARMS,2810878,Avenue Neil Armstrong ,,,16,19950125230000,20130812100736
6800,AVE,HENRI BECQUEREL,5,1294C,BECQ,2810880,Avenue Henri Becquerel ,,,16,19950125230000,20070423162800
6801,ALL,JEAN JAURES,5,1479D,JAUR,2810881,Allée Jean Jaurès ,,,16,19950125230000,20070118202200
6802,SQ,RACINE,4,5001*,RACI,2810882,Square Racine ,,,16,19950125230000,20070118202200
6804,ALL,DE LA CHARMILLE,4,0612L,CHAR,2810884,Allée de la Charmille ,,,16,19950125230000,20070423162800
6805,RUE,FALCON,5,0910K,FALC,2810885,Rue Falcon ,,,16,19950125230000,20070423162800
6806,ALL,DE KAOLACK,4,5011*,KAOL,2810886,Allée de Kaolack ,,,16,19950125230000,20070118202200
6807,ALL,DES MARAICHERS,4,1907U,MARA,2810888,Allée des Maraichers ,,,16,19950125230000,20070423162800
6808,IMP,DES MARAICHERS,4,1908V,MARA,2810889,Impasse des Maraichers ,,,16,19950125230000,20070118202200
6809,VOIE,RPA JEAN BROCAS,4,5019*,BROC,2810890,Voie Rpa Jean Brocas ,,,16,19950125230000,20070118202200
6812,ALL,DES PENSEES,4,2271P,PENS,2810893,Allée des Pensees ,,,16,19950125230000,20070118202200
6813,ALL,DES KOCHIAS,4,1567Z,KOCH,2810894,Allée des Kochias ,,,16,19950125230000,20070118202200
6814,RUE,DES PETUNIAS,4,2273S,PETU,2810895,Rue des Petunias ,,,16,19950125230000,20070118202200
6815,VOIE,DESSERTE BURCK GERANIUMS,4,5028*,GERA,2810896,Voie Desserte Burck Geraniums ,,,16,19950125230000,20070118202200
6816,VOIE,DESSERTE BURCK HELIOTROPES,4,5031*,HELI,2810897,Voie Desserte Burck Heliotropes ,,,16,19950125230000,20070118202200
6817,ALL,DE DAPHNE,4,0742C,DAPH,2810898,Allée de Daphne ,,,16,19950125230000,20070118202200
6818,VOIE,DESSERTE LES PINS II,5,5032*,PINS,2810899,Voie Desserte les Pins II ,,,16,19950125230000,20070118202200
6819,ALL,DES NARCISSES,5,5034*,NARC,2810900,Allée des Narcisses ,,,16,19950125230000,20070423162800
6820,RUE,DES LIS,5,,LIS,2810901,Rue des Lis ,,,16,19950125230000,20070423162800
6821,RUE,DES COLCHIQUES,5,0707P,COLC,2810902,Rue des Colchiques ,,,16,19950125230000,20070118202200
6822,ALL,JEAN ANOUILH,4,1435F,ANOU,2810903,Allée Jean Anouilh ,,,16,19950125230000,20070423162800
6823,ALL,DU MARATHON,5,,MARA,2810904,Allée du Marathon ,,,16,19950125230000,20070118202200
6824,ALL,DES BOIS DU STADE,4,0393Y,STAD,2810905,Allée des Bois du Stade ,,,16,19950125230000,20130812100736
6825,LOT,MARNE - MENDES FRANCE,5,5041*,FRAN,2810906,Lotissement Marne -Mendès France ,,,16,19950125230000,20070118202200
6826,AVE,GRAHAM BELL,4,1241V,BELL,2810907,Avenue Graham Bell ,,,16,19950125230000,20100525091928
6827,ALL,JOSEPH GARIBALDI,5,1545A,GARI,2810908,Allée Joseph Garibaldi ,,,16,19950125230000,20070118202200
6828,RUE,PAUL DEPLANTE,5,5004*,DEPL,2810909,Rue Paul Deplante ,,,16,19950125230000,20070118202200
6829,ALL,DES EYQUEMS,4,5009*,EYQU,2810910,Allée des Eyquems ,,,16,19950125230000,20070118202200
6830,ALL,DE PAGNEAU,4,2211Z,PAGN,2810911,Allée de Pagneau ,,,16,19950125230000,20070118202200
6831,VOIE,DES JARDINS DE SAN MICHELE,5,5008*,MICH,2810912,Voie des Jardins de San Michele ,,,16,19950125230000,20070423162800
6832,RUE,JACQUES ANQUETIL,4,1403W,ANQU,2810913,Rue Jacques Anquetil ,,,16,19950125230000,20070118202200
6833,RUE,CARPENTIER,4,5015*,CARP,2810914,Rue Carpentier ,,,16,19950125230000,20070118202200
6834,RUE,BORIS VIAN,4,0406M,VIAN,2810915,Rue Boris Vian ,,,16,19950125230000,20070423162800
6835,RUE,EX GEORGES BARRES (PRIVATISEE),5,,BARR,2810916,Rue Ex Georges Barres (privatisee),,,16,19950125230000,20070118202200
6836,ALL,DU JEU DE PAUME,5,5010*,PAUM,2810917,Allée du Jeu de Paume ,,,16,19950125230000,20070118202200
6837,RES,DES CIGALES,5,A160P,CIGA,2810918,Résidence des Cigales ,,,16,19950125230000,20070118202200
6838,RDPT,DU PIN GALANT,4,5016*,PIN,2810919,Rond-point du Pin Galant ,,,16,19950125230000,20070118202200
6839,CHEM,JAMES,5,5017*,JAME,2810920,Chemin James ,,,16,19950125230000,20070118202200
6840,CHEM,DU PAS DE LA CHAUX,7,5020*,PAS,2810921,Chemin du Pas de la Chaux ,,,16,19950125230000,20070118202200
6841,ACC,KARTING MERIGNAC,5,5021*,KART,2810922,Accès Karting Mérignac ,,,16,19950125230000,20070118202200
6842,RUE,DIDIER PIRONI,V,0764B,PIRO,2810923,Rue Didier Pironi ,,,16,19950125230000,20070118211500
6843,RUE,DES ACACIAS,4,0020G,ACAC,3180001,Rue des Acacias ,,,15,19950126003700,20070118202600
6844,RUE,DES ACAJOUS,4,0025M,ACAJ,3180002,Rue des Acajous ,,,15,19950126003700,20070423161000
6846,RUE,CLEMENT ADER,4,,ADER,3180004,Rue Clément Ader ,,,15,19950126003700,20070118202600
6847,RUE,ADRIEN DUCOURT,4,0060A,DUCO,3180005,Rue Adrien Ducourt ,,,15,19950126003700,20070423161000
6848,ALL,ALBERT CAMUS,4,0072N,CAMU,3180007,Allée Albert Camus ,,,15,19950126003700,20070118202600
6850,AVE,ALEXANDRE JAUBERT,4,0080X,JAUB,3180010,Avenue Alexandre Jaubert ,,,15,19950126003700,20130812100736
6851,RUE,ALEXANDRE MILLERAND,4,0100U,MILL,3180011,Rue Alexandre Millerand ,,,15,19950126003700,20070118202600
6853,RUE,ALFRED DE MUSSET,4,0120R,MUSS,3180013,Rue Alfred de Musset ,,,15,19950126003700,20070423161000
6854,RUE,ALPHONSE DAUDET,4,0130B,DAUD,3180014,Rue Alphonse Daudet ,,,15,19950126003700,20070423161000
6855,ALL,D'ALSACE,4,0133E,ALSA,3180015,Allée d'Alsace ,,,15,19950126003700,20070118202600
6857,RUE,AMBROISE PARE,4,0145T,PARE,3180017,Rue Ambroise Paré,,,15,19950126003700,20140117094416
6858,RUE,DE L'AMIRAL PROUHET,4,0150Y,PROU,3180018,Rue de l'Amiral Prouhet ,,,15,19950126003700,20070423161000
6859,RUE,ANATOLE FRANCE,4,0160J,FRAN,3180019,Rue Anatole France ,,,15,19950126003700,20070423161100
6861,RUE,DES ANCIENS DE L'AFN,4,0165P,AFN,3180021,Rue des Anciens de l'Afn ,,,15,19950126003700,20070423161100
6862,RUE,ANDRE AMPERE,4,0180F,AMPE,3180022,Rue André Ampère ,,,15,19950126003700,20070118202600
6863,RUE,ANDRE CHENIER,4,0190S,CHEN,3180023,Rue André Chenier ,,,15,19950126003700,20070118202600
6865,RUE,ANDRE EUSTACHE,4,0210N,EUST,3180025,Rue André Eustache ,,,15,19950126003700,20070423161100
6866,RUE,ANDRE GILLES,4,0220Z,GILL,3180026,Rue André Gilles ,,,15,19950126003700,20070423161100
6867,ALL,ANDRE MESSAGER,4,0230K,MESS,3180027,Allée André Messager ,,,15,19950126003700,20070118202600
7227,RUE,LEO VALENTIN,4,2000J,VALE,3180401,Rue Léo Valentin ,,,15,19950126003700,20070423161600
7228,AVE,LEON BLUM,4,2010V,BLUM,3180402,Avenue Léon Blum ,,,15,19950126003700,20070423161600
7230,RUE,LEON MORIN,4,2012X,MORI,3180404,Rue Léon Morin ,,,15,19950126003700,20070118202700
7231,RUE,LEON OSMIN,4,2020F,OSMI,3180405,Rue Léon Osmin ,,,15,19950126003700,20070118202700
7232,ALL,LEON TOLSTOÏ,4,2030S,TOLS,3180406,Allée Léon Tolstoï,,,15,19950126003700,20140117094416
7234,RUE,DE LESTICAIRE,6,2050N,LEST,3180408,Rue de Lesticaire ,,,15,19950126003700,20070118202700
7235,ALL,DU LEVANT,4,2051P,LEVA,3180409,Allée du Levant ,,,15,19950126003700,20070423161600
7236,ALL,DES LIBELLULES,4,2052R,LIBE,3180410,Allée des Libellules ,,,15,19950126003700,20070118202700
7237,CRS,DE LA LIBERATION,4,2055U,LIBE,3180411,Cours de la Libération ,,,15,19950126003700,20070118202700
7238,ALL,DES LILAS,V,2057W,LILA,3180412,Allée des Lilas ,,,15,19950126003700,20070118202700
7239,ALL,DES LISERONS,4,2058X,LISE,3180419,Allée des Liserons ,,,15,19950126003700,20070423161600
7240,RUE,LOCARNO,4,2060Z,LOCA,3180420,Rue Locarno ,,,15,19950126003700,20070118202700
7241,ALL,LORIOT LAVAL,4,2070K,LAVA,3180421,Allée Loriot Laval ,,,15,19950126003700,20070423161600
7242,ALL,DES LORIOTS,4,2071L,LORI,3180422,Allée des Loriots ,,,15,19950126003700,20070118202700
7243,ALL,DE LORRAINE,4,2072M,LORR,3180423,Allée de Lorraine ,,,15,19950126003700,20070423161600
7244,RUE,DE LOS ANGELES,4,2073N,ANGE,3180424,Rue de Los Angeles ,,,15,19950126003700,20130812100736
7245,RUE,LOUIS ARMAND,4,2076S,ARMA,3180425,Rue Louis Armand ,,,15,19950126003700,20070118202700
7246,RUE,LOUIS BRAILLE,4,2074P,BRAI,3180426,Rue Louis Braille ,,,15,19950126003700,20070423161600
7247,AVE,LOUIS DE BROGLIE,4,2075R,BROG,3180427,Avenue Louis de Broglie ,,,15,19950126003700,20070118202700
7248,RUE,LOUIS JOUVET,4,2077T,JOUV,3180428,Rue Louis Jouvet ,,,15,19950126003700,20070118202700
7249,AVE,LOUIS LAUGAA,4,2079V,LAUG,3180429,Avenue Louis Laugaa ,,,15,19950126003700,20070118202700
7250,RUE,LOUIS LOUCHEUR,4,2080W,LOUC,3180430,Rue Louis Loucheur ,,,15,19950126003700,20070423161600
7251,RUE,LOUIS PASTEUR,4,2090G,PAST,3180431,Rue Louis Pasteur ,,,15,19950126003700,20070423161600
7252,RUE,DU LUC,4,2100T,LUC,3180432,Rue du Luc ,,,15,19950126003700,20070423161600
7253,ALL,LUCILDO,4,2104X,LUCI,3180433,Allée Lucildo ,,,15,19950126003700,20070118202700
7254,RUE,DU LYCEE,4,2107A,LYCE,3180434,Rue du Lycée ,,,15,19950126003700,20070118202700
7255,AVE,DE MADRAN,4,2110D,MADR,3180435,Avenue de Madran ,,,15,19950126003700,20070423161600
7256,AVE,DE MAGELLAN,4,2240V,MAGE,3180436,Avenue de Magellan ,,,15,19950126003700,20070118202700
7257,ALL,DES MAGNOLIAS,4,2118M,MAGN,3180437,Allée des Magnolias ,,,15,19950126003700,20070423161600
7258,AVE,DE MAGONTY,4,2120P,MAGO,3180438,Avenue de Magonty ,,,15,19950126003700,20070423161600
7259,AVE,DU MAHATMA GANDHI,4,2130A,GAND,3180439,Avenue du Mahatma Gandhi ,,,15,19950126003700,20130812100736
7260,ALL,MAINE DE BIRAN,7,2135F,BIRA,3180440,Allée Maine de Biran ,,,15,19950126003700,20070118202700
7261,AVE,MAL DE LATTRE DE TASSIGNY (RD),3,,TASS,3180441,Avenue Mal de Lattre de Tassigny (rd),,,15,19950126003700,20070615152900
7262,RUE,MARC CHAGALL,4,2189P,CHAG,3180442,Rue Marc Chagall ,,,15,19950126003700,20070118202700
7263,AVE,MARC DESBATS,4,2140L,DESB,3180443,Avenue Marc Desbats ,,,15,19950126003700,20070423161600
7264,AVE,MARC NOUAUX,4,2156D,NOUA,3180444,Avenue Marc Nouaux ,,,15,19950126003700,20070118202700
7265,RUE,MARC SANGNIER,4,2157E,SANG,3180445,Rue Marc Sangnier ,,,15,19950126003700,20080812154000
7266,AVE,MARCEL PAGNOL,4,,PAGN,3180446,Avenue Marcel Pagnol ,,,15,19950126003700,20070118202700
7267,ALL,MARCEL SEMBAT,4,2160H,SEMB,3180447,Allée Marcel Sembat ,,,15,19950126003700,20070118202700
7268,RUE,DU MARECHAL FOCH,4,2180E,FOCH,3180448,Rue du Maréchal Foch ,,,15,19950126003700,20070118202700
7269,AVE,DU MARECHAL JUIN,4,2185K,JUIN,3180449,Avenue du Maréchal Juin ,,,15,19950126003700,20070118202700
7270,AVE,DU MARECHAL LYAUTEY,4,2187M,LYAU,3180450,Avenue du Maréchal Lyautey ,,,15,19950126003700,20070423161600
7271,RUE,DES MARGUERITES,4,2190R,MARG,3180451,Rue des Marguerites ,,,15,19950126003700,20070118202700
7272,PCE,MARIE CURIE,4,2210M,CURI,3180452,Place Marie Curie ,,,15,19950126003700,20070118202700
7273,RUE,EDMOND MARIN LAMESLEE,4,,MARI,3180453,Rue Edmond Marin lameslée,,,15,19950126003700,20140117094420
7274,RUE,DE LA MARNE,4,2220Y,MARN,3180454,Rue de la Marne ,,,15,19950126003700,20070423161600
7276,ALL,MARYSE BASTIE,4,2227F,BAST,3180456,Allée Maryse Bastié ,,,15,19950126003700,20070118202700
7277,RUE,MARYSE BASTIE,4,2229H,BAST,3180457,Rue Maryse Bastié ,,,15,19950126003700,20070423161600
7278,RUE,MASSENET,4,2230J,MASS,3180458,Rue Massenet ,,,15,19950126003700,20070118202700
7280,RUE,MAURICE RAVEL,4,2255L,RAVE,3180460,Rue Maurice Ravel ,,,15,19950126003700,20070118202700
7281,AVE,MAXENCE VAN DER MEERSCH,4,2260S,MEER,3180461,Avenue Maxence Van Der Meersch ,,,15,19950126003700,20070423161600
7283,RUE,DU MEDECIN-COLONEL LICHTWITZ,4,,LICH,3180463,Rue du Medecin-Colonel Lichtwitz ,,,15,19950126003700,20070423161600
7284,AVE,DU MENHIR,4,2275H,MENH,3180464,Avenue du Menhir ,,,15,19950126003700,20070118202700
7285,RUE,DU MERLE,4,2270C,MERL,3180465,Rue du Merle ,,,15,19950126003700,20070423161600
7286,RUE,DU MERLOT,4,2276J,MERL,3180466,Rue du Merlot ,,,15,19950126003700,20070118202700
7288,AVE,MICHEL FAVREAU,4,2280N,FAVR,3180469,Avenue Michel Favreau ,,,15,19950126003700,20070423161600
7289,ESP,MICHEL MONTAIGNE,7,5033*,MONT,3180470,Esplanade Michel Montaigne ,,,15,19950126003700,20070118202700
7290,RUE,MICHELET,4,2290Z,MICH,3180471,Rue Michelet ,,,15,19950126003700,20070423161600
7292,ALL,DES MIMOSAS,4,2305R,MIMO,3180473,Allée des Mimosas ,,,15,19950126003700,20070118202700
7293,RUE,DE LA MIRANTE,4,2310W,MIRA,3180474,Rue de la Mirante ,,,15,19950126003700,20070423161600
7294,ALL,DES MOINEAUX,4,2315B,MOIN,3180475,Allée des Moineaux ,,,15,19950126003700,20100806090316
7296,AVE,DE MONBALON,4,2325M,MONB,3180477,Avenue de Monbalon ,,,15,19950126003700,20130812100736
7297,RUE,GASPARD MONGE,4,1455S,MONG,3180478,Rue Gaspard Monge ,,,15,19950126003700,20130812100736
7299,ALL,MONTCALM,4,2333W,MONT,3180480,Allée Montcalm ,,,15,19950126003700,20070118202700
7300,PCE,DU MONTEIL,4,2335Y,MONT,3180481,Place du Monteil ,,,15,19950126003700,20070423161600
7301,RUE,DE MONTEREY,4,2338B,MONT,3180482,Rue de Monterey ,,,15,19950126003700,20070423161600
7303,ALL,DE MONTREAL,4,2343G,MONT,3180484,Allée de Montréal,,,15,19950126003700,20140117094420
7304,ALL,DES MOUETTES,4,2345J,MOUE,3180485,Allée des Mouettes ,,,15,19950126003700,20070118202700
7305,RUE,DU MOULIN,4,2350P,MOUL,3180486,Rue du Moulin ,,,15,19950126003700,20070118202700
7306,AVE,MOZART,4,2360A,MOZA,3180487,Avenue Mozart ,,,15,19950126003700,20070423161700
7308,ALL,DES MYOSOTIS,4,2364E,MYOS,3180489,Allée des Myosotis ,,,15,19950126003700,20070118202700
7309,PCE,DE NAVARRE,4,2365F,NAVA,3180490,Place de Navarre ,,,15,19950126003700,20070423161700
7310,RUE,NEUVE,4,2367H,NEUV,3180491,Rue Neuve ,,,15,19950126003700,20070118202700
7312,AVE,DE NOES,4,2370L,NOES,3180493,Avenue de Noès,,,15,19950126003700,20140117094420
7313,IMP,NOES,5,2375S,NOES,3180494,Impasse Noès,,,15,19950126003700,20140117094420
7314,ALL,DE NORMANDIE,4,2376T,NORM,3180496,Allée de Normandie ,,,15,19950126003700,20070118202700
7316,RUE,NOTRE DAME DE LORETTE,4,2379W,LORE,3180498,Rue Notre Dame de Lorette ,,,15,19950126003700,20070118202700
7317,RUE,DES NOYERS,4,2378V,NOYE,3180499,Rue des Noyers ,,,15,19950126003700,20070118202700
7318,RUE,NUNGESSER,4,2380X,NUNG,3180500,Rue Nungesser ,,,15,19950126003700,20070423161700
7320,ALL,DES ORANGERS,4,2383A,ORAN,3180502,Allée des Orangers ,,,15,19950126003700,20070118202700
7321,RUE,DES ORCHIDEES,4,2382Z,ORCH,3180503,Rue des Orchidées,,,15,19950126003700,20140117094420
7322,RUE,DE L'OREGON,4,2384B,OREG,3180504,Rue de l'Orégon,,,15,19950126003700,20140117094420
7324,RUE,DES ORMEAUX,4,2385C,ORME,3180506,Rue des Ormeaux ,,,15,19950126003700,20070423161700
7325,ALL,PABLO NERUDA,6,2394M,NERU,3180507,Allée Pablo Neruda ,,,15,19950126003700,20070118202700
7326,RUE,PABLO PICASSO,4,2395N,PICA,3180508,Rue Pablo Picasso ,,,15,19950126003700,20070423161700
7328,RUE,DE LA PAIX,4,2420R,PAIX,3180510,Rue de la Paix ,,,15,19950126003700,20070423161700
7329,ALL,DES PALISSANDRES,4,2425W,PALI,3180511,Allée des Palissandres ,,,15,19950126003700,20070118202700
7330,RUE,DES PALMIERS,4,2430B,PALM,3180512,Rue des Palmiers ,,,15,19950126003700,20070423161700
7332,RUE,DES PAONS,4,2437J,PAON,3180514,Rue des Paons ,,,15,19950126003700,20070118202700
8577,RUE,DE LA PAIX,4,1980A,PAIX,5220260,Rue de la Paix ,,,21,19950126040100,20070118203800
8578,RUE,PARMENTIER,4,1985F,PARM,5220261,Rue Parmentier ,,,21,19950126040100,20070118203800
8580,RUE,PASTEUR,4,2000X,PAST,5220263,Rue Pasteur ,,,21,19950126040100,20070423165900
8581,AVE,PAUL BERT,4,2010H,BERT,5220264,Avenue Paul Bert ,,,21,19950126040100,20070423165900
8582,RUE,PAUL CEZANNE,4,2015N,CEZA,5220265,Rue Paul Cézanne ,,,21,19950126040100,20070118203800
8584,RUE,PAUL DOUMER,4,2030E,DOUM,5220267,Rue Paul Doumer ,,,21,19950126040100,20070423165900
8585,RUE,PAUL LAFARGUE,4,2040R,LAFF,5220268,Rue Paul Lafargue,,,21,19950126040100,20100705090628
8586,AVE,PAUL LAPIE,4,2050B,LAPI,5220269,Avenue Paul Lapie ,,,21,19950126040100,20070423165900
8588,RUE,PAUL VERLAINE,4,2033H,VERL,5220271,Rue Paul Verlaine ,,,21,19950126040100,20070118203800
8589,RUE,PAULETTE SAUBOUA,4,2035K,SAUB,5220272,Rue Paulette Sauboua ,,,21,19950126040100,20070423165900
8590,BD,DU PDT FRANKLIN ROOSEVELT,4,2223P,ROOS,5220273,Boulevard du Pdt Franklin Roosevelt ,,,21,19950126040100,20070423165900
8592,ALL,DES PEUPLIERS,4,2090V,PEUP,5220275,Allée des Peupliers ,,,21,19950126040100,20070118203800
8593,AVE,PEY-BERLAND,4,,BERL,5220276,Avenue Pey-Berland ,,,21,19950126040100,20070118203800
8594,IMP,PEYBOUQUEY,5,2099E,PEYB,5220277,Impasse Peybouquey ,,,21,19950126040100,20070118203800
8596,PCE,PEYDAVANT,4,2130N,PEYD,5220279,Place Peydavant ,,,21,19950126040100,20070423165900
8597,RUE,PEYDAVANT,4,2120C,PEYD,5220280,Rue Peydavant ,,,21,19950126040100,20070423165900
8598,PCE,PEYLANNE,4,5012*,PEYL,5220281,Place Peylanne ,,,21,19950126040100,20070118203800
8600,RUE,PIERRE CURIE,4,2140Z,CURI,5220283,Rue Pierre Curie ,,,21,19950126040100,20070118203800
8601,ALL,PIERRE DE COUBERTIN,7,2138X,COUB,5220284,Allée Pierre de Coubertin ,,,21,19950126040100,20070118203800
8602,RUE,PIERRE MASSIEUX,4,2150K,MASS,5220285,Rue Pierre Massieux ,,,21,19950126040100,20070118203800
8604,RUE,PIERRE RENAUDEL,4,2160W,RENA,5220287,Rue Pierre Renaudel ,,,21,19950126040100,20070423165900
8605,RUE,PIERRE ROMAIN,4,2170G,ROMA,5220288,Rue Pierre Romain ,,,21,19950126040100,20070118203800
8607,IMP,DES PLATANES,4,2174L,PLAT,5220290,Impasse des Platanes ,,,21,19950126040100,20070118203800
8608,RUE,PORTE BONHEUR,4,2180T,PORT,5220292,Rue Porte Bonheur ,,,21,19950126040100,20070423165900
8609,RUE,POUGNET,4,2190D,POUG,5220293,Rue Pougnet ,,,21,19950126040100,20070423165900
8610,PCE,DU 1ER MAI,4,,MAI,5220294,Place du 1er Mai ,,,21,19950126040100,20070118203800
8612,IMP,PRIMEVERES,5,2228V,PRIM,5220296,Impasse Primevères ,,,21,19950126040100,20130812100740
8613,RUE,DU PROFESSEUR ARNOZAN,4,2230X,ARNO,5220297,Rue du Professeur Arnozan ,,,21,19950126040100,20070118203800
8615,RUE,DU PROFESSEUR JEANNENEY,4,2255Z,JEAN,5220299,Rue du Professeur Jeanneney ,,,21,19950126040100,20070118203800
8616,RUE,DU PROFESSEUR ROUX,4,2250U,ROUX,5220300,Rue du Professeur Roux ,,,21,19950126040100,20070423165900
8617,RUE,DU PUITS,4,2260E,PUIT,5220301,Rue du Puits ,,,21,19950126040100,20070423165900
8619,RUE,DU 4 SEPTEMBRE,4,,SEPT,5220303,Rue du 4 Septembre ,,,21,19950126040100,20070423165900
7865,RUE,JEAN BOUIN,4,0639K,BOUI,4490217,Rue Jean Bouin ,,,17,19950126022300,20070423163100
7866,RUE,JEAN DUPERRIER,4,,DUPE,4490218,Rue Jean Duperrier ,,,17,19950126022300,20070423163100
7867,RUE,JEAN FRAGONARD,4,0641M,FRAG,4490219,Rue Jean Fragonard ,,,17,19950126022300,20070423163100
7869,RUE,JEAN GIRAUDOUX,4,0645S,GIRA,4490221,Rue Jean Giraudoux ,,,17,19950126022300,20070118203200
7870,RUE,JEAN GOUJON,4,0646T,GOUJ,4490222,Rue Jean Goujon ,,,17,19950126022300,20070423163100
7871,RUE,JEAN HENRI FABRE,6,0647U,FABR,4490223,Rue Jean Henri Fabre ,,,17,19950126022300,20070118203200
7873,RUE,JEAN MERMOZ,4,0654B,MERM,4490225,Rue Jean Mermoz ,,,17,19950126022300,20070118203200
7874,RUE,JEAN NICOT,6,0653A,NICO,4490226,Rue Jean Nicot ,,,17,19950126022300,20070118203200
7875,RUE,JEAN RICHEPIN,4,0656D,RICH,4490227,Rue Jean Richepin ,,,17,19950126022300,20070423163100
7877,RUE,JEAN-BAPTISTE CARPEAUX,4,0634E,CARP,4490229,Rue Jean-Baptiste Carpeaux ,,,17,19950126022300,20070118203200
9393,IMP,CANDAU,5,,CAND,3180865,Impasse Candau ,,,15,19960115150500,20070118212800
9395,RUE,PAUL HAURET,4,1648P,HAUR,0390361,Rue Paul Hauret ,,,12,19951002143600,20100525091928
8204,CHEM,DE JEAN D'ARSAC,4,0405B,ARSA,5190049,Chemin de Jean d'Arsac ,,,4,19950126033500,20070118203600
8205,ALL,JEAN DE LA FONTAINE,4,0410G,FONT,5190050,Allée Jean de la Fontaine ,,,4,19950126033500,20070423154000
8206,AVE,DE LA BOETIE,4,0413K,BOET,5190051,Avenue de la Boétie ,,,4,19950126033500,20070423154000
8207,AVE,LABRUYERE,6,5019*,LABR,5190052,Avenue Labruyere ,,,4,19950126033500,20070118203600
8208,RUE,DE LACAUSSADE,4,0415M,LACA,5190053,Rue de Lacaussade ,,,4,19950126033500,20070118203600
8209,CHEM,DE LAGORCE,6,0419S,LAGO,5190054,Chemin de Lagorce ,,,4,19950126033500,20070118203600
