,prenoms,sexe,nombre_prenoms_sexe,nombre_prenoms,proportion
870,ilian,M,318,318,1.0
871,iliana,F,25,25,1.0
872,iliane,M,5,5,1.0
873,ilias,M,83,83,1.0
874,ilies,M,52,52,1.0
875,iliès,M,5,5,1.0
876,ilona,F,276,276,1.0
877,ilyan,M,99,99,1.0
878,ilyana,F,57,57,1.0
879,ilyane,M,5,5,1.0
880,ilyas,M,156,156,1.0
881,ilyass,M,6,6,1.0
882,ilyes,M,471,471,1.0
883,ilyess,M,20,20,1.0
884,ilyÈs,M,6,6,1.0
885,ilyès,M,127,127,1.0
886,imad,M,25,25,1.0
887,iman,F,63,63,1.0
888,imane,F,343,343,1.0
889,imanol,M,6,6,1.0
890,imen,F,53,53,1.0
891,imene,F,36,36,1.0
892,imran,M,62,62,1.0
893,imrane,M,48,48,1.0
894,imène,F,52,52,1.0
895,inaya,F,289,289,1.0
896,ines,F,696,696,1.0
897,inna,F,6,6,1.0
898,inza,M,5,5,1.0
899,inÈs,F,434,434,1.0
900,inès,F,3031,3031,1.0
901,inés,F,43,43,1.0
902,inës,F,7,7,1.0
903,irina,F,47,47,1.0
904,iris,F,613,613,1.0
905,irène,F,150,150,1.0
906,isaac,M,487,487,1.0
907,isabella,F,7,7,1.0
908,isabelle,F,122,122,1.0
909,isadora,F,5,5,1.0
910,isaure,F,221,221,1.0
911,isee,F,6,6,1.0
912,iseult,F,6,6,1.0
913,ishaq,M,6,6,1.0
914,isidore,M,14,14,1.0
915,isis,F,49,49,1.0
916,islam,M,8,8,1.0
917,ismael,M,92,92,1.0
918,ismail,M,6,6,1.0
919,ismaËl,M,19,19,1.0
920,ismaël,M,565,565,1.0
921,ismaïl,M,90,90,1.0
922,isra,F,33,33,1.0
923,israël,M,8,8,1.0
924,issa,M,196,196,1.0
925,issam,M,87,87,1.0
926,issiaka,M,5,5,1.0
927,ivan,M,137,137,1.0
928,iwan,M,5,5,1.0
929,iyad,M,43,43,1.0
930,iyed,M,43,43,1.0
931,izia,F,45,45,1.0
932,jack,M,47,47,1.0
933,jacob,M,29,29,1.0
934,jacqueline,F,5,5,1.0
935,jacques,M,184,184,1.0
936,jad,M,102,102,1.0
937,jade,F,2770,2770,1.0
938,jaden,M,29,29,1.0
939,jalil,M,26,26,1.0
940,james,M,155,155,1.0
941,jan,M,14,14,1.0
942,jana,F,80,80,1.0
943,jane,F,20,20,1.0
944,janelle,F,7,7,1.0
945,janna,F,64,64,1.0
946,jarod,M,22,22,1.0
947,jasmine,F,249,249,1.0
948,jason,M,148,148,1.0
949,jassem,M,5,5,1.0
950,jawad,M,38,38,1.0
951,jawed,M,5,5,1.0
952,jayden,M,25,25,1.0
953,jayson,M,20,20,1.0
954,jean,M,964,964,1.0
955,jean-baptiste,M,192,192,1.0
956,jean-marc,M,7,7,1.0
957,jeanne,F,2584,2584,1.0
958,jehanne,F,5,5,1.0
959,jenna,F,85,85,1.0
960,jennifer,F,31,31,1.0
961,jenny,F,13,13,1.0
962,jeremie,M,151,151,1.0
963,jeremy,M,272,272,1.0
964,jerôme,M,41,41,1.0
965,jessica,F,231,231,1.0
966,jessie,F,6,6,1.0
967,jibril,M,44,44,1.0
968,jihane,F,13,13,1.0
969,jim,M,9,9,1.0
970,jimmy,M,55,55,1.0
971,jinane,F,5,5,1.0
972,joachim,M,261,261,1.0
973,joakim,M,14,14,1.0
974,joan,M,96,96,1.0
975,joana,F,86,86,1.0
976,joanna,F,15,15,1.0
977,joanne,F,11,11,1.0
978,joaquim,M,46,46,1.0
979,joe,M,11,11,1.0
980,joey,M,39,39,1.0
981,johan,M,297,297,1.0
982,johann,M,51,51,1.0
983,johanna,F,82,82,1.0
984,john,M,68,68,1.0
985,johnny,M,6,6,1.0
986,jonah,M,18,18,1.0
987,jonas,M,192,192,1.0
988,jonathan,M,334,334,1.0
989,jordan,M,251,251,1.0
990,joris,M,106,106,1.0
991,joseph,M,1058,1058,1.0
992,josephine,F,649,649,1.0
993,josh,M,24,24,1.0
994,joshua,M,407,407,1.0
995,josue,M,31,31,1.0
996,josÉphine,F,69,69,1.0
997,joséphine,F,69,69,1.0
998,joy,F,24,24,1.0
999,joyce,F,57,57,1.0
1000,joël,M,46,46,1.0
1001,joëlle,F,6,6,1.0
1002,juan,M,11,11,1.0
1003,jude,M,22,22,1.0
1004,judith,F,213,213,1.0
1005,jules,M,3374,3374,1.0
1006,julia,F,1209,1209,1.0
1007,julian,M,347,347,1.0
1008,juliana,F,12,12,1.0
1009,juliann,M,5,5,1.0
1010,julianne,F,6,6,1.0
1011,julie,F,1630,1630,1.0
1012,julien,M,1433,1433,1.0
1013,juliette,F,2595,2595,1.0
1014,juline,F,6,6,1.0
1015,june,F,46,46,1.0
1016,junior,M,5,5,1.0
1017,junon,F,12,12,1.0
1018,justin,M,224,224,1.0
1019,justine,F,1077,1077,1.0
1020,jÉrÉmy,M,55,55,1.0
1021,jérémie,M,24,24,1.0
1022,jérémy,M,130,130,1.0
1023,kacper,M,6,6,1.0
1024,kadiatou,F,77,77,1.0
1025,kadidia,F,12,12,1.0
1026,kadidiatou,F,31,31,1.0
1027,kady,F,22,22,1.0
1028,kahina,F,48,48,1.0
1029,kamel,M,7,7,1.0
1030,kamelia,F,5,5,1.0
1031,kamil,M,81,81,1.0
1032,kamila,F,8,8,1.0
1033,karamba,M,7,7,1.0
1034,karamoko,M,6,6,1.0
1035,karen,F,6,6,1.0
1036,karim,M,173,173,1.0
1037,karine,F,29,29,1.0
1038,karl,M,116,116,1.0
1039,karla,F,6,6,1.0
1040,karolina,F,13,13,1.0
1041,kassim,M,6,6,1.0
1042,kate,F,6,6,1.0
1043,katell,F,27,27,1.0
1044,kathleen,F,6,6,1.0
1045,katia,F,51,51,1.0
1046,kawtar,F,16,16,1.0
1047,kayla,F,12,12,1.0
1048,kayliah,F,6,6,1.0
1049,kayna,F,13,13,1.0
1050,kays,M,6,6,1.0
1051,kaÏs,M,26,26,1.0
1052,kaïna,F,12,12,1.0
1053,kaïs,M,270,270,1.0
1054,keira,F,5,5,1.0
1055,kelly,F,212,212,1.0
1056,kelvin,M,6,6,1.0
1057,kelya,F,5,5,1.0
1058,kelyan,M,57,57,1.0
1059,kenan,M,11,11,1.0
1060,kenny,M,66,66,1.0
1061,kentin,M,6,6,1.0
1062,kenza,F,465,465,1.0
1063,kenzi,M,25,25,1.0
1064,kenzo,M,299,299,1.0
1065,kenzy,M,17,17,1.0
1066,kerem,M,6,6,1.0
1067,keren,F,72,72,1.0
1068,ketsia,F,14,14,1.0
1069,kevin,M,562,562,1.0
1070,keyla,F,5,5,1.0
1071,khadidiatou,F,5,5,1.0
1072,khadidja,F,39,39,1.0
1073,khadija,F,121,121,1.0
1074,khady,F,12,12,1.0
1075,khalil,M,61,61,1.0
1076,kheira,F,11,11,1.0
1077,kiara,F,116,116,1.0
1078,kilian,M,241,241,1.0
1079,killian,M,356,356,1.0
1080,kilyan,M,18,18,1.0
1081,kim,F,102,102,1.0
1082,klara,F,28,28,1.0
1083,klervi,F,7,7,1.0
1084,kyle,M,14,14,1.0
1085,kylian,M,721,721,1.0
1086,kyliann,M,6,6,1.0
1087,kyllian,M,138,138,1.0
1088,kÉvin,M,55,55,1.0
1089,kélia,F,15,15,1.0
1090,kélian,M,5,5,1.0
1091,kélya,F,11,11,1.0
1092,kévin,M,73,73,1.0
1093,ladji,M,14,14,1.0
1094,laetitia,F,161,161,1.0
1095,lahna,F,46,46,1.0
1096,lalie,F,72,72,1.0
1097,laly,F,44,44,1.0
1098,lamia,F,19,19,1.0
1099,lamine,M,88,88,1.0
1100,lana,F,526,526,1.0
1101,lancelot,M,40,40,1.0
1102,lara,F,220,220,1.0
1103,lassana,M,100,100,1.0
1104,laszlo,M,8,8,1.0
1105,latifa,F,6,6,1.0
1106,laura,F,1384,1384,1.0
1107,laure,F,212,212,1.0
1108,lauren,F,46,46,1.0
1109,laurent,M,98,98,1.0
1110,lauriane,F,25,25,1.0
1111,laurie,F,22,22,1.0
1112,laurine,F,140,140,1.0
1113,lauryn,F,6,6,1.0
1114,lauryne,F,20,20,1.0
1115,laurène,F,20,20,1.0
1116,layana,F,5,5,1.0
1117,lazar,M,7,7,1.0
1118,lazare,M,53,53,1.0
1119,laëtitia,F,62,62,1.0
1120,lea,F,1631,1631,1.0
1121,leana,F,87,87,1.0
1122,leandre,M,140,140,1.0
1123,leandro,M,42,42,1.0
1124,leane,F,187,187,1.0
1125,leanne,F,6,6,1.0
1126,leelou,F,19,19,1.0
1127,lehna,F,15,15,1.0
1128,leila,F,13,13,1.0
1129,lena,F,849,849,1.0
1130,leni,F,15,15,1.0
1131,lenny,M,738,738,1.0
1132,leny,M,76,76,1.0
1133,lenzo,M,6,6,1.0
1134,leo,M,1196,1196,1.0
1135,leo-paul,M,20,20,1.0
1136,leon,M,394,394,1.0
1137,leonard,M,405,405,1.0
1138,leonardo,M,56,56,1.0
1139,leonie,F,407,407,1.0
1140,leonor,F,16,16,1.0
1141,leonore,F,113,113,1.0
1142,leontine,F,5,5,1.0
1143,leopold,M,261,261,1.0
1144,leopoldine,F,61,61,1.0
1145,leslie,F,23,23,1.0
1146,leticia,F,5,5,1.0
1147,levana,F,24,24,1.0
1148,levi,M,16,16,1.0
1149,leyla,F,11,11,1.0
1150,leyna,F,41,41,1.0
1151,leÏla,F,34,34,1.0
1152,leïa,F,6,6,1.0
1153,leïla,F,165,165,1.0
1154,leïna,F,20,20,1.0
1155,lia,F,88,88,1.0
1156,liam,M,860,860,1.0
1157,liana,F,19,19,1.0
1158,lila,F,631,631,1.0
1159,lilas,F,124,124,1.0
1160,lili,F,321,321,1.0
1161,lili-rose,F,17,17,1.0
1162,lilia,F,411,411,1.0
1163,lilian,M,571,571,1.0
1164,liliana,F,8,8,1.0
1165,liliane,F,17,17,1.0
1166,lilie,F,42,42,1.0
1167,lilly,F,109,109,1.0
1168,lilou,F,1310,1310,1.0
1169,liloue,F,7,7,1.0
1170,lilwenn,F,34,34,1.0
1171,lily,F,824,824,1.0
1172,lily-rose,F,106,106,1.0
1173,lilya,F,109,109,1.0
1174,lina,F,1991,1991,1.0
1175,linda,F,98,98,1.0
1176,lindsay,F,66,66,1.0
1177,line,F,95,95,1.0
1178,lino,M,201,201,1.0
1179,linoy,F,5,5,1.0
1180,linoï,F,23,23,1.0
1181,lior,M,92,92,1.0
1182,liora,F,83,83,1.0
1183,lirone,M,16,16,1.0
1184,lisa,F,1852,1852,1.0
1185,lisandro,M,17,17,1.0
1186,lise,F,684,684,1.0
1187,lison,F,323,323,1.0
1188,lital,F,7,7,1.0
1189,liv,F,101,101,1.0
1190,livia,F,126,126,1.0
1191,livio,M,11,11,1.0
1192,liya,F,25,25,1.0
1193,liyah,F,5,5,1.0
1194,liz,F,12,12,1.0
1195,liza,F,38,38,1.0
1196,lizéa,F,5,5,1.0
1198,loan,M,263,276,0.9528985507246377
1199,loane,F,262,262,1.0
1200,loann,M,12,12,1.0
1201,logan,M,80,80,1.0
1202,lohan,M,64,64,1.0
1203,lola,F,2066,2066,1.0
1204,lorena,F,6,6,1.0
1205,lorenzo,M,637,637,1.0
1206,loris,M,217,217,1.0
1207,lorraine,F,15,15,1.0
1208,lou,F,1888,1893,0.9973586899101955
1210,lou-ann,F,226,226,1.0
1211,lou-anne,F,172,172,1.0
1212,louan,M,5,5,1.0
1213,louane,F,488,488,1.0
1214,louann,F,71,71,1.0
1215,louanne,F,50,50,1.0
1216,louay,M,7,7,1.0
1217,loubna,F,29,29,1.0
1218,louca,M,27,27,1.0
1219,louis,M,4117,4117,1.0
1220,louis-marie,F,6,6,1.0
1221,louisa,F,306,306,1.0
1222,louise,F,4076,4076,1.0
1223,louison,F,230,254,0.905511811023622
1225,louka,M,281,281,1.0
1226,loula,F,6,6,1.0
1227,louna,F,855,855,1.0
1228,lounis,M,11,11,1.0
1229,loup,M,26,26,1.0
1230,loÏs,M,8,8,1.0
1231,loïc,M,458,458,1.0
1232,loïck,M,5,5,1.0
1234,loïs,M,148,164,0.9024390243902439
1235,loïse,F,11,11,1.0
1236,lubin,M,84,84,1.0
1237,luc,M,280,280,1.0
1238,luca,M,518,518,1.0
1239,lucas,M,3979,3979,1.0
1240,luce,F,98,98,1.0
1241,lucia,F,97,97,1.0
1242,lucie,F,2356,2356,1.0
1243,lucien,M,563,563,1.0
1244,lucile,F,529,529,1.0
1245,lucille,F,104,104,1.0
1246,lucy,F,92,92,1.0
1247,ludivine,F,238,238,1.0
1248,ludmila,F,28,28,1.0
1249,ludovic,M,99,99,1.0
1250,luigi,M,11,11,1.0
1251,luis,M,29,29,1.0
1252,luisa,F,13,13,1.0
1253,luka,M,309,309,1.0
1254,lukas,M,206,206,1.0
1255,luke,M,17,17,1.0
1256,lula,F,6,6,1.0
1257,luna,F,880,880,1.0
1258,luz,F,13,13,1.0
1259,lya,F,114,114,1.0
1260,lyam,M,48,48,1.0
1261,lyana,F,17,17,1.0
1262,lydia,F,116,116,1.0
1263,lyes,M,37,37,1.0
1264,lyla,F,7,7,1.0
1265,lylia,F,56,56,1.0
1266,lylou,F,81,81,1.0
1267,lyna,F,365,365,1.0
1268,lyne,F,13,13,1.0
1269,lynn,F,13,13,1.0
1270,lÉa,F,567,567,1.0
1271,lÉana,F,30,30,1.0
1272,lÉandre,M,28,28,1.0
1273,lÉane,F,57,57,1.0
1274,lÉna,F,249,249,1.0
1275,lÉo,M,478,478,1.0
1276,lÉon,M,55,55,1.0
1277,lÉonard,M,24,24,1.0
1278,lÉonie,F,221,221,1.0
1279,lÉopold,M,20,20,1.0
1280,léa,F,1188,1188,1.0
1281,léana,F,106,106,1.0
1282,léandre,M,43,43,1.0
1283,léandro,M,16,16,1.0
1284,léane,F,198,198,1.0
1285,léia,F,5,5,1.0
1286,léna,F,635,635,1.0
1287,léni,M,12,12,1.0
1288,lény,M,7,7,1.0
1289,léo,M,1029,1029,1.0
1290,léon,M,178,178,1.0
1291,léonard,M,43,43,1.0
1292,léonie,F,314,314,1.0
1293,léonore,F,6,6,1.0
1294,léopold,M,23,23,1.0
1295,maayane,F,6,6,1.0
1296,maceo,M,80,80,1.0
1297,macÉo,M,6,6,1.0
1298,macéo,M,11,11,1.0
1299,madeleine,F,397,397,1.0
1300,madina,F,12,12,1.0
1301,mady,F,6,6,1.0
1302,mae,F,109,109,1.0
1303,mael,M,136,136,1.0
1304,maelle,F,23,23,1.0
1305,maelys,F,99,99,1.0
1306,maeva,F,271,271,1.0
1307,magdalena,F,15,15,1.0
1308,mahamadou,M,119,119,1.0
1309,mahault,F,56,56,1.0
1310,mahaut,F,125,125,1.0
1311,mahdi,M,22,22,1.0
1312,mahe,M,101,101,1.0
1313,mahmoud,M,14,14,1.0
1314,mahÉ,M,6,6,1.0
1315,mahé,M,31,31,1.0
1316,mai,F,8,8,1.0
1317,maia,F,10,10,1.0
1318,makan,M,9,9,1.0
1319,maksim,M,6,6,1.0
1320,malak,F,109,109,1.0
1321,malcolm,M,17,17,1.0
1322,malek,F,55,55,1.0
1323,malia,F,40,40,1.0
1324,malick,M,36,36,1.0
1325,malik,M,168,168,1.0
1326,malika,F,8,8,1.0
1327,malo,M,808,808,1.0
1328,malone,M,31,31,1.0
1329,malorie,F,5,5,1.0
1330,malou,F,7,7,1.0
1331,mamadou,M,329,329,1.0
1332,mamoudou,M,16,16,1.0
1333,manal,F,7,7,1.0
1334,manar,M,6,6,1.0
1335,manel,F,372,372,1.0
1336,manelle,F,56,56,1.0
1337,manil,M,5,5,1.0
1338,manon,F,3349,3349,1.0
1339,manuel,M,21,21,1.0
1340,manuela,F,21,21,1.0
1341,mara,F,5,5,1.0
1342,marc,M,357,357,1.0
1343,marc-antoine,M,22,22,1.0
1344,marceau,M,218,218,1.0
1345,marcel,M,87,87,1.0
1346,marco,M,118,118,1.0
1347,marcus,M,118,118,1.0
1348,margaux,F,1347,1347,1.0
1349,margo,F,8,8,1.0
1350,margot,F,1328,1328,1.0
1351,marguerite,F,216,216,1.0
1352,maria,F,302,302,1.0
1353,mariam,F,380,380,1.0
1354,mariama,F,113,113,1.0
1355,mariame,F,77,77,1.0
1356,marianne,F,146,146,1.0
1357,marie,F,2199,2199,1.0
1358,marie-ange,F,5,5,1.0
1359,marie-lou,F,49,49,1.0
1360,mariem,F,5,5,1.0
1361,marilou,F,200,200,1.0
1362,marin,M,336,336,1.0
1363,marina,F,185,185,1.0
1364,marine,F,703,703,1.0
1365,mario,M,26,26,1.0
1366,marion,F,856,856,1.0
1367,marius,M,913,913,1.0
1368,marjane,F,20,20,1.0
1369,marjorie,F,6,6,1.0
1370,mark,M,6,6,1.0
1371,marko,M,45,45,1.0
1372,marley,M,43,43,1.0
1373,marlon,M,25,25,1.0
1374,marnie,F,6,6,1.0
1375,marouane,M,27,27,1.0
1376,martha,F,5,5,1.0
1377,marthe,F,60,60,1.0
1378,martin,M,1868,1868,1.0
1379,marvin,M,102,102,1.0
1380,marwa,F,219,219,1.0
1381,marwan,M,199,199,1.0
1382,marwane,M,80,80,1.0
1383,marwen,F,7,7,1.0
1384,maryam,F,203,203,1.0
1385,marylou,F,67,67,1.0
1386,massinissa,M,7,7,1.0
1387,mateja,M,12,12,1.0
1388,mateo,M,281,281,1.0
1389,matheo,M,378,378,1.0
1390,mathias,M,736,736,1.0
1391,mathieu,M,1144,1144,1.0
1392,mathilda,F,46,46,1.0
1393,mathilde,F,2282,2282,1.0
1394,mathis,M,2633,2633,1.0
1395,mathurin,M,61,61,1.0
1396,mathys,M,703,703,1.0
1397,mathÉo,M,328,328,1.0
1398,mathéo,M,565,565,1.0
1399,matias,M,73,73,1.0
1400,matilda,F,13,13,1.0
1401,matilde,F,7,7,1.0
1402,matis,M,207,207,1.0
1403,matisse,M,95,95,1.0
1404,matt,M,26,26,1.0
1405,matteo,M,733,733,1.0
1406,mattheo,M,6,6,1.0
1407,matthew,M,34,34,1.0
1408,matthias,M,241,241,1.0
1409,matthieu,M,893,893,1.0
1410,matthis,M,11,11,1.0
1411,matthéo,M,5,5,1.0
1412,mattia,M,13,13,1.0
1413,mattis,M,9,9,1.0
1414,mattÉo,M,153,153,1.0
1415,mattéo,M,396,396,1.0
1416,matys,M,50,50,1.0
1417,matÉo,M,89,89,1.0
1418,matéo,M,283,283,1.0
1419,maud,F,224,224,1.0
1420,maude,F,9,9,1.0
1421,maureen,F,14,14,1.0
1422,max,M,432,432,1.0
1423,maxance,M,5,5,1.0
1424,maxence,M,1602,1602,1.0
1425,maxens,M,5,5,1.0
1426,maxim,M,101,101,1.0
1427,maxime,M,3428,3428,1.0
1428,maximilian,M,7,7,1.0
1429,maximilien,M,242,242,1.0
1430,maxine,F,51,51,1.0
1431,may,F,23,23,1.0
1432,maya,F,864,864,1.0
1433,mayane,F,7,7,1.0
1434,mayar,F,5,5,1.0
1435,mayeul,M,90,90,1.0
1436,mayline,F,7,7,1.0
1437,maylis,F,202,202,1.0
1438,mayron,M,6,6,1.0
1439,mayssa,F,102,102,1.0
1440,maÉ,M,9,9,1.0
1441,maÉva,F,7,7,1.0
1442,maËl,M,324,324,1.0
1443,maËlie,F,12,12,1.0
1444,maËlle,F,168,168,1.0
1445,maËlys,F,240,240,1.0
1446,maËva,F,125,125,1.0
1447,maÏa,F,27,27,1.0
1448,maÏlys,F,31,31,1.0
1449,maÏna,F,6,6,1.0
1450,maÏwenn,F,56,56,1.0
1451,maé,F,39,53,0.7358490566037735
1453,maélie,F,6,6,1.0
1454,maélis,F,6,6,1.0
1455,maéva,F,80,80,1.0
1456,maël,M,1119,1119,1.0
1457,maëlia,F,5,5,1.0
1458,maëlie,F,54,54,1.0
1459,maëline,F,30,30,1.0
1460,maëlis,F,25,25,1.0
1461,maëlle,F,591,591,1.0
1462,maëly,F,14,14,1.0
1463,maëlya,F,5,5,1.0
1464,maëlyne,F,12,12,1.0
1465,maëlys,F,914,914,1.0
1466,maëva,F,237,237,1.0
1467,maï,F,5,5,1.0
1468,maïa,F,359,359,1.0
1469,maïly,F,18,18,1.0
1470,maïlys,F,231,231,1.0
1471,maïmouna,F,144,144,1.0
1472,maïna,F,10,10,1.0
1473,maïssa,F,321,321,1.0
1474,maïssane,F,48,48,1.0
1475,maïwenn,F,152,152,1.0
1476,mehdi,M,679,679,1.0
1477,mehmet,M,7,7,1.0
1478,melanie,F,163,163,1.0
1479,melchior,M,78,78,1.0
1480,melia,F,19,19,1.0
1481,melina,F,284,284,1.0
1482,melinda,F,6,6,1.0
1483,meline,F,107,107,1.0
1484,melissa,F,555,555,1.0
1485,mellina,F,56,56,1.0
1486,melodie,F,62,62,1.0
1487,melody,F,27,27,1.0
1488,melusine,F,5,5,1.0
1489,melvil,M,93,93,1.0
1490,melvin,M,172,172,1.0
1491,melvyn,M,64,64,1.0
1492,menahem,M,18,18,1.0
1493,mendel,M,21,21,1.0
1494,meriem,F,63,63,1.0
1495,merlin,M,126,126,1.0
1496,merwan,M,7,7,1.0
1497,meryam,F,18,18,1.0
1498,meryem,F,21,21,1.0
1499,meryl,F,9,9,1.0
1500,meïssa,F,19,19,1.0
1501,mia,F,276,276,1.0
1502,michael,M,36,36,1.0
1503,michaël,M,36,36,1.0
1504,michel,M,99,99,1.0
1505,michelle,F,27,27,1.0
1506,mickael,M,29,29,1.0
1507,mickaËl,M,12,12,1.0
1508,mickaël,M,155,155,1.0
1509,miguel,M,34,34,1.0
1510,mika,M,12,12,1.0
1511,mikail,M,14,14,1.0
1512,mikaïl,M,5,5,1.0
1513,mike,M,7,7,1.0
1514,mila,F,735,735,1.0
1515,milan,M,354,354,1.0
1516,milena,F,49,49,1.0
1517,milhan,M,16,16,1.0
1518,milla,F,74,74,1.0
1519,milo,M,516,516,1.0
1520,mina,F,198,198,1.0
1521,minh,M,14,14,1.0
1522,mira,F,5,5,1.0
1523,miya,F,11,11,1.0
1524,moche,M,5,5,1.0
1525,modibo,M,6,6,1.0
1526,mody,M,14,14,1.0
1527,mohamed,M,2095,2095,1.0
1528,mohamed-ali,M,13,13,1.0
1529,mohamed-amine,M,146,146,1.0
1530,mohammad,M,6,6,1.0
1531,mohammed,M,194,194,1.0
1532,mona,F,184,184,1.0
1533,monica,F,10,10,1.0
1534,morgan,M,202,202,1.0
1535,morgane,F,612,612,1.0
1536,mory,M,6,6,1.0
1537,mouctar,M,5,5,1.0
1538,mouhamadou,M,5,5,1.0
1539,mouhamed,M,71,71,1.0
1540,mounir,M,6,6,1.0
1541,moussa,M,299,299,1.0
1542,moustafa,M,7,7,1.0
1543,moustapha,M,81,81,1.0
1544,moïra,F,13,13,1.0
1545,moïse,M,22,22,1.0
1546,muhammad,M,6,6,1.0
1547,muhammed,M,5,5,1.0
1548,mustafa,M,6,6,1.0
1549,mustapha,M,6,6,1.0
1550,mya,F,38,38,1.0
1551,myriam,F,554,554,1.0
1552,myrtille,F,14,14,1.0
1553,mÉlanie,F,33,33,1.0
1554,mÉlina,F,68,68,1.0
1555,mÉline,F,64,64,1.0
1556,mÉlissa,F,143,143,1.0
1557,mélanie,F,79,79,1.0
1558,mélia,F,10,10,1.0
1559,mélina,F,187,187,1.0
1560,mélinda,F,12,12,1.0
1561,méline,F,102,102,1.0
1562,mélissa,F,273,273,1.0
1563,mélodie,F,11,11,1.0
1564,nabil,M,87,87,1.0
1565,nada,F,72,72,1.0
1566,nadia,F,73,73,1.0
1567,nadine,F,18,18,1.0
1568,nadir,M,79,79,1.0
1569,nael,M,177,177,1.0
1570,nahel,M,88,88,1.0
1571,nahil,M,52,52,1.0
1572,nahla,F,8,8,1.0
1573,nala,F,5,5,1.0
1574,naomi,F,283,283,1.0
1575,naomie,F,150,150,1.0
1576,nassim,M,368,368,1.0
1577,natacha,F,59,59,1.0
1578,natalia,F,47,47,1.0
1579,natan,M,16,16,1.0
1580,natasha,F,6,6,1.0
1581,nathalie,F,73,73,1.0
1582,nathan,M,3418,3418,1.0
1583,nathanael,M,9,9,1.0
1584,nathanaËl,M,24,24,1.0
1585,nathanaël,M,283,283,1.0
1586,nathaniel,M,38,38,1.0
1587,nathaËl,M,8,8,1.0
1588,nathaël,M,17,17,1.0
1589,nawal,F,7,7,1.0
1590,nawel,F,138,138,1.0
1591,nawfel,M,11,11,1.0
1592,naya,F,29,29,1.0
1593,nayel,M,6,6,1.0
1594,nayla,F,71,71,1.0
1595,nazim,M,7,7,1.0
1596,naËl,M,49,49,1.0
1597,naÏm,M,6,6,1.0
1598,naël,M,475,475,1.0
1599,naëlle,F,71,71,1.0
1600,naïa,F,12,12,1.0
1601,naïl,M,22,22,1.0
1602,naïla,F,99,99,1.0
1603,naïm,M,165,165,1.0
1604,naïma,F,12,12,1.0
1605,naïs,F,39,39,1.0
1606,neela,F,6,6,1.0
1607,neil,M,100,100,1.0
1608,nelia,F,41,41,1.0
1609,nell,F,108,108,1.0
1610,nelly,F,60,60,1.0
1611,nelson,M,88,88,1.0
1612,nelya,F,17,17,1.0
1613,nene,F,7,7,1.0
1614,neo,M,6,6,1.0
1615,nermine,F,6,6,1.0
1616,nesrine,F,142,142,1.0
1617,neyla,F,43,43,1.0
1618,neïla,F,66,66,1.0
1619,niame,F,5,5,1.0
1620,nicolas,M,1403,1403,1.0
1621,nicole,F,64,64,1.0
1622,niels,M,122,122,1.0
1623,nikita,M,50,50,1.0
1624,nikola,M,76,76,1.0
1625,nil,M,32,32,1.0
1626,nils,M,316,316,1.0
1627,nina,F,1616,1616,1.0
1628,nine,F,79,79,1.0
1629,nino,M,583,583,1.0
1630,ninon,F,482,482,1.0
1631,niouma,F,24,24,1.0
1632,nisa,F,6,6,1.0
1633,nizar,M,40,40,1.0
1634,noa,F,779,1432,0.5439944134078212
1636,noah,M,2079,2079,1.0
1637,noam,M,747,747,1.0
1638,noan,M,8,8,1.0
1639,noe,M,833,833,1.0
1640,noelie,F,29,29,1.0
1641,noemie,F,708,708,1.0
1642,noha,M,5,5,1.0
1643,noham,M,250,250,1.0
1644,nohan,M,14,14,1.0
1645,nola,F,24,24,1.0
1646,nolan,M,974,974,1.0
1647,nolann,M,150,150,1.0
1648,nolhan,M,115,115,1.0
1649,nolwenn,F,45,45,1.0
1650,noor,F,63,63,1.0
1651,nora,F,359,359,1.0
1652,norah,F,235,235,1.0
1653,nouha,M,12,12,1.0
1654,nour,F,543,543,1.0
1655,noura,F,20,20,1.0
1656,nourane,F,9,9,1.0
1657,noÉ,M,280,280,1.0
1658,noÉmie,F,195,195,1.0
1659,noËmie,F,6,6,1.0
1660,noâm,M,5,5,1.0
1661,noé,M,426,426,1.0
1662,noélie,F,51,51,1.0
1663,noémie,F,461,461,1.0
1664,nélia,F,9,9,1.0
1665,oceane,F,506,506,1.0
1666,octave,M,311,311,1.0
1667,ocÉane,F,225,225,1.0
1668,océane,F,500,500,1.0
1669,odelia,F,19,19,1.0
1670,olga,F,52,52,1.0
1671,oliver,M,12,12,1.0
1672,olivia,F,731,731,1.0
1673,olivier,M,257,257,1.0
1674,oliwia,F,5,5,1.0
1675,olympe,F,96,96,1.0
1676,olympia,F,6,6,1.0
1677,omar,M,223,223,1.0
1678,ombeline,F,86,86,1.0
1679,ondine,F,21,21,1.0
1680,ophelie,F,41,41,1.0
1681,ophÉlie,F,8,8,1.0
1682,ophélie,F,20,20,1.0
1683,orane,F,6,6,1.0
1684,oren,M,46,46,1.0
1685,oriane,F,197,197,1.0
1686,orlane,F,89,89,1.0
1687,ornella,F,110,110,1.0
1688,oscar,M,1395,1395,1.0
1689,oskar,M,8,8,1.0
1690,otto,M,6,6,1.0
1691,oumar,M,113,113,1.0
1692,oumou,F,145,145,1.0
1693,ousmane,M,150,150,1.0
1694,oussama,M,12,12,1.0
1695,owen,M,288,288,1.0
1696,pablo,M,569,569,1.0
1697,paco,M,30,30,1.0
