GID,IDENT,NUMERO,NUMERO_X,NUMERO_Y,NUMERO_O,POP_MUN,POP_CAP,POP_TOT,POP_SDC,NB_LOG_P,NB_LOG_S,NB_LOG_O,NB_LOG_V,NB_LOG_T,CDATE,MDATE
3652,069AV05,AV05,1415095.4,4191938.38,0,41,0,41,41,18,0,0,1,19,19951204104600,20060905225700
3653,069AV02,AV02,1415212.14,4192030.51,0,80,0,80,80,33,0,0,4,37,19951204104600,20060905225700
3654,069AT09,AT09,1414830.19,4191677.77,0,1031,0,1031,1031,518,2,4,19,543,19951204104700,20060905225700
3655,063YL01,YL01,1412781.32,4190825.11,0,26,0,26,26,14,0,0,1,15,19951227113500,20060905225700
3656,069AV01,AV01,1414878.14,4191952.7,0,760,0,760,760,384,10,1,10,405,19951204105700,20060905225700
3657,069AS03,AS03,1414605.81,4191824.66,0,198,0,198,198,101,0,0,3,104,19951204105700,20060905225700
3658,069AS13,AS13,1414477.48,4191827.85,0,42,0,42,42,18,0,2,0,20,19951204105700,20060905225700
3659,069AS07,AS07,1414420.9,4191749.68,0,49,0,49,49,22,0,0,0,22,19951204105700,20060905225700
3897,119AB01,AB01,1421666.09,4190538.01,0,395,0,395,395,125,0,0,3,128,19951205104800,20060905225800
3898,119AB10,AB10,1421637.42,4190433.84,0,399,0,399,399,118,0,0,0,118,19951205104800,20060905225800
3899,119AB03,AB03,1421799.36,4190359.72,0,12,0,12,12,6,0,0,0,6,19951205104800,20060905225800
1899,063DH08,DH08,1418064.18,4187270.02,339.4,48,0,48,48,34,0,0,3,37,19951128132900,20060905225600
1900,063DH05,DH05,1418266.72,4187289.55,335.5,89,0,89,89,6,0,0,0,6,19951128133500,20060905225600
1901,063DH06,DH06,1418254.07,4187253.25,330.4,101,0,101,101,68,0,0,6,74,19951128133500,20060905225600
5,522AB10,AB10,1416371.02,4185077.93,0,49,0,49,49,19,1,0,2,22,19951109170500,20060905225400
6,522AB03,AB03,1416572.02,4185093.76,0,326,0,326,326,159,0,5,16,180,19951109172200,20060905225400
7,522AT18,AT18,1416843.95,4185073.79,0,190,0,190,190,96,2,2,7,107,19951110103000,20060905225400
8,522AT01,AT01,1417005.96,4185421.79,0,8,0,8,8,2,0,0,0,2,19951110103100,20060905225400
9,522AM09,AM09,1416344.8,4185323.39,0,231,0,231,231,153,1,1,11,166,19951110112200,20060905225400
10,522AM02,AM02,1416360.18,4185444.24,0,12,0,12,12,6,0,0,0,6,19951110113100,20060905225400
11,522AN05,AN05,1416526.61,4185792.64,0,137,0,137,137,73,0,4,8,85,19951110114700,20060905225400
12,522AS07,AS07,1417215.1,4185712.98,0,394,0,394,394,218,0,0,26,244,19951110115600,20060905225400
13,522AN09,AN09,1416215.52,4185550.43,0,47,0,47,47,24,0,0,2,26,19951110120100,20060905225400
14,522AN10,AN10,1416042.73,4185563.15,0,61,0,61,61,40,1,0,7,48,19951110120800,20060905225400
15,522AN13,AN13,1415938.54,4185913.06,0,35,0,35,35,17,1,0,1,19,19951110121300,20060905225400
16,522AO05,AO05,1416070.85,4186018.43,0,293,0,293,293,201,0,0,6,207,19951110133700,20060905225400
17,522AK01,AK01,1415667.68,4185969.86,0,3,0,3,3,1,0,0,0,1,19951110134300,20060905225400
18,522AK09,AK09,1415419.87,4185824.75,0,117,0,117,117,55,0,1,2,58,19951110134900,20060905225400
19,522AL02,AL02,1415426.85,4185479.49,0,39,0,39,39,16,0,0,0,16,19951110135500,20060905225400
20,522AE01,AE01,1415071.76,4185375.94,0,92,0,92,92,8,0,1,3,12,19951110140200,20060905225400
367,039AM04,AM04,1418892,4184844.26,0,53,0,53,53,20,0,1,1,22,19951114104200,20060905225400
970,192CS04,CS04,1413510.21,4182025.39,0,53,0,53,53,22,1,0,2,25,19951122113900,20060905225500
1319,318CV02,CV02,1412552.02,4184341.45,0,64,0,64,64,28,0,0,3,31,19951123165100,20060905225500
1320,318BE09,BE09,1412873.64,4185431.75,0,172,0,172,172,126,0,0,7,133,19951124092200,20060905225500
1321,318BE05,BE05,1413055.88,4185394.48,0,175,0,175,175,75,0,0,4,79,19951124092300,20060905225500
1322,318BE04,BE04,1412889.49,4185563.81,0,207,0,207,207,130,0,4,11,145,19951124092300,20060905225500
1323,318BE03,BE03,1412907.62,4185716.84,0,136,0,136,136,58,1,0,1,60,19951124092400,20060905225500
1324,318BE02,BE02,1412864.33,4185805.35,0,276,0,276,276,142,5,0,10,157,19951124092400,20060905225500
1325,318BE01,BE01,1412661.03,4185834.41,0,20,0,20,20,7,0,0,0,7,19951124092500,20060905225500
1326,318BE08,BE08,1412641.53,4185765.33,0,51,0,51,51,19,0,0,1,20,19951124092500,20060905225500
1327,318BE07,BE07,1412626.23,4185694.11,0,18,0,18,18,11,0,0,0,11,19951124092500,20060905225500
1328,318BS02,BS02,1412037,4184627.29,0,93,0,93,93,42,2,0,1,45,19951124100800,20060905225500
1329,318BS06,BS06,1411749.93,4184648.8,0,39,0,39,39,12,0,0,1,13,19951124100800,20060905225500
1330,318BS03,BS03,1411754.01,4184572.79,0,55,0,55,55,25,0,0,1,26,19951124100800,20060905225500
1331,318BS09,BS09,1411591.09,4184673.93,0,40,0,40,40,14,0,0,1,15,19951124100800,20060905225500
1332,318BS08,BS08,1411467.76,4184686.88,0,31,0,31,31,13,0,0,0,13,19951124100800,20060905225500
1333,318BS07,BS07,1411540.47,4184586.53,0,93,0,93,93,35,0,0,4,39,19951124100800,20060905225500
1252,318BH01,BH01,1413472.41,4185868.23,0,50,0,50,50,24,3,0,2,29,19951123162000,20060905225500
1253,318BH03,BH03,1413513.08,4185720.99,0,69,0,69,69,26,0,0,0,26,19951123162000,20060905225500
1254,318BN02,BN02,1413650.32,4185603.17,291,27,0,27,27,14,0,0,0,14,19951123162000,20060905225500
1255,318BN01,BN01,1413586.7,4185500.01,0,132,0,132,132,40,0,1,0,41,19951123162100,20060905225500
1256,318BN08,BN08,1413493.84,4185439.97,0,41,0,41,41,20,0,0,2,22,19951123162100,20060905225500
1257,318BH04,BH04,1413436.91,4185648.21,0,56,0,56,56,23,0,0,1,24,19951123162100,20060905225500
1258,318BH10,BH10,1413318.36,4185768.86,0,69,0,69,69,28,1,1,0,30,19951123162100,20060905225500
1259,318BH09,BH09,1413304.35,4185846.61,0,29,0,29,29,12,1,0,0,13,19951123162100,20060905225500
1260,318BH05,BH05,1413375.62,4185598.39,0,75,0,75,75,31,1,0,0,32,19951123162100,20060905225500
1261,318BN07,BN07,1413428.34,4185388.09,0,48,0,48,48,25,0,0,0,25,19951123162100,20060905225500
1262,318BN05,BN05,1413522.7,4185141.75,0,115,0,115,115,53,1,0,0,54,19951123162200,20060905225500
1263,318BN06,BN06,1413322.78,4185315.57,0,62,0,62,62,24,1,0,1,26,19951123162200,20060905225500
1264,318BH06,BH06,1413244.79,4185515.6,0,32,0,32,32,13,1,0,1,15,19951123162300,20060905225500
1265,318BH07,BH07,1413135.32,4185713.8,0,48,0,48,48,19,1,0,0,20,19951123162300,20060905225500
1266,318BH08,BH08,1413119.15,4185785.29,0,15,0,15,15,8,0,0,1,9,19951123162300,20060905225500
1267,318CX06,CX06,1413595.36,4185051.93,0,20,0,20,20,6,0,0,1,7,19951123162500,20060905225500
1268,318CX04,CX04,1413579.56,4184924.07,0,160,0,160,160,76,0,1,4,81,19951123162500,20060905225500
1269,318CX05,CX05,1413699.53,4184725.78,0,449,0,449,449,196,0,0,21,217,19951123162500,20060905225500
1491,318CN12,CN12,1408968.98,4184027.09,0,110,0,110,110,39,0,0,0,39,19951124152000,20060905225500
1738,063CT07,CT07,1417792.47,4186739.12,0,123,0,123,123,94,0,1,27,122,19951128113800,20060905225600
1635,063CM07,CM07,1417575.06,4186194.61,78.8,0,0,0,0,0,0,0,0,0,19951128105400,20060905225600
1636,063CV07,CV07,1418156.29,4186399.38,0,113,0,113,113,62,0,1,7,70,19951128105300,20060905225600
1637,063CV02,CV02,1418268.05,4186454.79,0,11,0,11,11,5,0,1,0,6,19951128105300,20060905225600
1638,063CV04,CV04,1418319.51,4186395.27,26.5,70,0,70,70,39,0,0,5,44,19951128105300,20060905225600
1639,063CV06,CV06,1418187.59,4186330.36,26.2,117,0,117,117,62,1,0,8,71,19951128105300,20060905225600
1640,063CV05,CV05,1418278.73,4186318.18,0,186,0,186,186,91,3,1,10,105,19951128105200,20060905225600
1641,063CP03,CP03,1418384.49,4186309.56,33,84,0,84,84,41,0,1,4,46,19951128105200,20060905225600
1642,063CP04,CP04,1418365.58,4186238.78,0,119,0,119,119,72,2,1,13,88,19951128105200,20060905225600
1643,063CP05,CP05,1418330,4186183.95,320.3,38,0,38,38,19,0,1,3,23,19951128105200,20060905225600
1644,063CP02,CP02,1418289.38,4186248.25,33.2,58,0,58,58,33,3,0,1,37,19951128105200,20060905225600
1645,063CP01,CP01,1418211.2,4186204.04,31.6,71,0,71,71,33,0,0,1,34,19951128105200,20060905225600
1646,063CP07,CP07,1418237.36,4186168.69,0,72,0,72,72,39,0,0,6,45,19951128105200,20060905225600
1647,063CP06,CP06,1418278.46,4186117.89,0,85,0,85,85,38,1,0,7,46,19951128105200,20060905225600
1648,063CK05,CK05,1417737.7,4185954.96,0,46,0,46,46,25,1,0,4,30,19951128105000,20060905225600
1649,063CN03,CN03,1418088.62,4186383.53,277.9,10,0,10,10,5,0,0,2,7,19951128105200,20060905225600
1650,063CM06,CM06,1417636.8,4186246.92,0,112,0,112,112,59,1,0,9,69,19951128105200,20060905225600
1651,063CM05,CM05,1417713.98,4186284.67,0,91,0,91,91,42,0,1,4,47,19951128105200,20060905225600
1652,063CM04,CM04,1417762.55,4186314.98,0,94,0,94,94,51,0,2,4,57,19951128105200,20060905225600
1653,063CM03,CM03,1417813.16,4186327.72,0,88,0,88,88,45,0,1,1,47,19951128105200,20060905225600
1654,063CN01,CN01,1417951,4186397.87,0,195,0,195,195,85,1,0,7,93,19951128105100,20060905225600
1655,063CN02,CN02,1417953.7,4186328.68,0,153,0,153,153,75,3,2,9,89,19951128105100,20060905225600
1656,063CN06,CN06,1417994.95,4186275.63,0,85,0,85,85,44,1,0,3,48,19951128105100,20060905225600
1657,063CN05,CN05,1417992.28,4186221.85,0,73,0,73,73,38,1,0,2,41,19951128105100,20060905225600
1658,063CN04,CN04,1418096.74,4186239.61,0,164,0,164,164,91,3,1,8,103,19951128105100,20060905225600
1807,063EB04,EB04,1417275.48,4186896.28,0,338,0,338,338,255,0,7,32,294,19951128115300,20060905225600
1808,063EB02,EB02,1417118.52,4186899.81,0,151,0,151,151,98,3,5,13,119,19951128115400,20060905225600
1809,063EB03,EB03,1417145.03,4186981.31,0,513,0,513,513,332,2,4,22,360,19951128115400,20060905225600
1171,318CT03,CT03,1412278.84,4184322.48,0,36,0,36,36,15,0,0,0,15,19951123141400,20060905225500
1172,318HM04,HM04,1412002.73,4182992.36,0,0,0,0,0,0,0,0,0,0,19951123142500,20060905225500
1173,318HM03,HM03,1411886.61,4182807,0,0,0,0,0,0,0,0,0,0,19951123142600,20060905225500
1174,318CT04,CT04,1412001.96,4184151.61,0,421,0,421,421,236,1,5,21,263,19951123143100,20060905225500
1175,318CT02,CT02,1412248,4184409.7,25,71,0,71,71,28,0,0,0,28,19951123143200,20060905225500
1176,318DS04,DS04,1411945.67,4183689.17,0,26,0,26,26,10,0,0,2,12,19951123143500,20060905225500
1177,318CZ05,CZ05,1414733.22,4185171.04,0,15,0,15,15,6,0,0,0,6,19951123150800,20060905225500
1178,318CZ06,CZ06,1414752.69,4185118.41,0,49,0,49,49,20,0,1,1,22,19951123150800,20060905225500
1179,318CZ03,CZ03,1414586.94,4185119.86,0,104,0,104,104,12,0,0,1,13,19951123150800,20060905225500
1180,318CZ02,CZ02,1414589.94,4185222.65,0,32,0,32,32,14,0,0,0,14,19951123150800,20060905225500
1181,318CY13,CY13,1414026.01,4184749.2,15.6,0,0,0,0,0,0,0,0,0,19951123150900,20060905225500
1182,318CY04,CY04,1414280.3,4184550.74,0,171,0,171,171,129,0,3,2,134,19951123150900,20060905225500
1183,318CY12,CY12,1414251.86,4184657.99,0,70,0,70,70,39,0,0,4,43,19951123150900,20060905225500
1184,318CY11,CY11,1414225.41,4184752.66,0,68,0,68,68,29,0,0,2,31,19951123150900,20060905225500
1198,318CY08,CY08,1413811.03,4185117.2,0,37,0,37,37,13,0,2,0,15,19951123153800,20060905225500
3478,063TE03,TE03,1419211.77,4192470.57,0,34,0,34,34,11,0,0,1,12,19951201103900,20060905225700
3479,063TE02,TE02,1418898.25,4192526.15,0,0,0,0,0,0,0,0,0,0,19951201104100,20060905225700
3480,063TE01,TE01,1418691.13,4192668.83,0,0,0,0,0,0,0,0,0,0,19951201104100,20060905225700
3481,063SO01,SO01,1419118.81,4192919.66,0,406,0,406,406,112,0,1,1,114,19951201104200,20060905225700
3482,063SN01,SN01,1419774.05,4192962.73,0,82,0,82,82,24,0,0,0,24,19951201104800,20060905225700
3483,063SM27,SM27,1420071.08,4192867.7,0,141,0,141,141,38,0,0,0,38,19951201105300,20060905225700
3484,063TL18,TL18,1419435.2,4193272,0,68,0,68,68,25,0,0,4,29,19951201110000,20060905225700
3485,063TL19,TL19,1419406.62,4193191.55,0,118,0,118,118,49,0,0,2,51,19951201110000,20060905225700
3486,063TL17,TL17,1419453.24,4193321.74,0,73,0,73,73,39,0,0,1,40,19951201110100,20060905225700
3749,167AK19,AK19,1422599.87,4188579.08,0,103,0,103,103,28,0,0,0,28,19951204145400,20060905225800
3750,167AK29,AK29,1422756.97,4188398.29,0,140,0,140,140,38,0,0,0,38,19951204145400,20060905225800
3751,167AK18,AK18,1422404.91,4188463.58,0,342,0,342,342,78,0,0,1,79,19951204145400,20060905225800
3752,167AK17,AK17,1422336.45,4188462.11,0,63,0,63,63,18,0,0,0,18,19951204145400,20060905225800
1008,192AS14,AS14,1413768.57,4180836.6,0,73,0,73,73,41,1,0,3,45,19951122153400,20060905225500
1009,192AS09,AS09,1414075.14,4180911.15,0,77,0,77,77,30,0,0,2,32,19951122153400,20060905225500
1010,192BR03,BR03,1414141.24,4180610.67,0,26,0,26,26,11,0,0,1,12,19951122153800,20060905225500
1011,192BR02,BR02,1413902.03,4180501.76,0,43,0,43,43,17,0,0,0,17,19951122153800,20060905225500
1012,192AS10,AS10,1413963.08,4180739.49,0,199,0,199,199,70,1,0,4,75,19951122154800,20060905225500
1013,192BR01,BR01,1413997.57,4180590.27,0,87,0,87,87,32,0,0,3,35,19951122154800,20060905225500
1014,192CD01,CD01,1414023.86,4182742.32,0,163,0,163,163,48,1,1,1,51,19951122160600,20060905225500
1015,192BE02,BE02,1414597.9,4182590.11,0,433,44,477,437,287,1,9,29,326,19951122160600,20060905225500
1390,318CP05,CP05,1410161.97,4183970.91,0,59,0,59,59,25,0,0,2,27,19951124112700,20060905225500
1391,318DW03,DW03,1410197.89,4183816.17,0,10,0,10,10,5,0,0,1,6,19951124112700,20060905225500
1392,318DT20,DT20,1411216.97,4183570.34,0,85,0,85,85,30,0,0,2,32,19951124113200,20060905225500
1393,318CP01,CP01,1409939.71,4184132.63,0,49,0,49,49,21,0,0,1,22,19951124113500,20060905225500
1394,318ER02,ER02,1410965.73,4183153.21,0,277,0,277,277,90,0,0,2,92,19951124114000,20060905225500
1395,318ER03,ER03,1410938.18,4183046.95,0,15,0,15,15,4,0,0,0,4,19951124114000,20060905225500
1396,318EO01,EO01,1410374.52,4183294.18,0,212,0,212,212,55,0,0,0,55,19951124114300,20060905225500
1397,318ES01,ES01,1411205.44,4182858.22,0,52,208,260,62,22,0,0,2,24,19951124114900,20060905225500
1398,318HN06,HN06,1411130.99,4182566,0,0,0,0,0,0,0,0,0,0,19951124115000,20060905225500
1399,318HN05,HN05,1411190.54,4182373.77,0,2,0,2,2,1,0,0,1,2,19951124115100,20060905225500
1400,318HN04,HN04,1411461.43,4182597.72,0,3,0,3,3,1,0,1,0,2,19951124115100,20060905225500
1401,318HS07,HS07,1410752.13,4182024.81,0,0,0,0,0,0,0,0,0,0,19951124120100,20060905225500
1402,318HS01,HS01,1410366.48,4182073.45,0,0,0,0,0,0,0,0,0,0,19951124120300,20060905225500
1403,318HR01,HR01,1410407.1,4182455.17,0,7,0,7,7,3,0,0,0,3,19951124120800,20060905225500
1404,318EP01,EP01,1410618.65,4182895.31,0,38,0,38,38,11,0,0,0,11,19951124120800,20060905225500
1473,318EM06,EM06,1409455.59,4183574.3,0,13,0,13,13,6,0,0,0,6,19951124151300,20060905225500
1474,318DX06,DX06,1409502.31,4183612.16,333.5,24,0,24,24,10,1,0,0,11,19951124151300,20060905225500
1475,318DX07,DX07,1409502.78,4183651.41,0,38,0,38,38,17,0,0,0,17,19951124151300,20060905225500
1476,318DX09,DX09,1409237.79,4183742.33,0,44,0,44,44,23,0,0,0,23,19951124151500,20060905225500
1477,318DX11,DX11,1409383.99,4183743.26,0,0,0,0,0,0,0,0,0,0,19951124151500,20060905225500
1478,318DX10,DX10,1409399.95,4183796.28,0,22,0,22,22,11,1,0,0,12,19951124151500,20060905225500
1479,318DY21,DY21,1409026.77,4183801.76,0,10,0,10,10,5,0,0,0,5,19951124151500,20060905225500
1480,318DX05,DX05,1409552.17,4183726.28,0,94,0,94,94,39,1,0,0,40,19951124151600,20060905225500
1481,318DX04,DX04,1409658.65,4183745.29,0,54,0,54,54,18,0,0,1,19,19951124151600,20060905225500
1482,318DX02,DX02,1409586.59,4183863.31,0,37,0,37,37,15,1,0,0,16,19951124151600,20060905225500
1483,318CN07,CN07,1409133.6,4183857.32,0,23,0,23,23,13,0,0,0,13,19951124151700,20060905225500
1484,318CN08,CN08,1409085.41,4183917.54,0,49,0,49,49,22,1,0,0,23,19951124151800,20060905225500
1485,318CN09,CN09,1409084.16,4184028.3,0,52,0,52,52,23,0,0,0,23,19951124151800,20060905225500
1486,318CN06,CN06,1409214.7,4184011.65,0,80,0,80,80,31,0,0,0,31,19951124151800,20060905225500
1487,318CN04,CN04,1409056.19,4184121.57,0,0,0,0,0,0,0,0,0,0,19951124151900,20060905225500
1488,318CN03,CN03,1409014.8,4184201.67,0,90,0,90,90,33,0,0,0,33,19951124152000,20060905225500
1489,318CN02,CN02,1408988.97,4184286.07,0,35,0,35,35,13,0,0,0,13,19951124152000,20060905225500
1490,318CN11,CN11,1408879.46,4184174.07,0,58,0,58,58,24,0,0,0,24,19951124152000,20060905225500
1531,318CH01,CH01,1407901.06,4184632.24,0,18,0,18,18,6,1,0,1,8,19951124161800,20060905225500
1806,063ED01,ED01,1417443.93,4186851.81,0,273,0,273,273,198,0,30,22,250,19951128115300,20060905225600
1317,318CV01,CV01,1412520.27,4184510.29,0,2,0,2,2,1,0,0,1,2,19951123165000,20060905225500
1318,318CW08,CW08,1412732.29,4184632.44,0,11,0,11,11,5,1,0,0,6,19951123165000,20060905225500
1574,318AC03,AC03,1404431.16,4180180.83,0,74,0,74,74,18,0,0,0,18,19951127163900,20060905225600
1575,063CW03,CW03,1418597.84,4186617.74,0,111,0,111,111,53,0,1,2,56,19951128112400,20060905225600
1576,063EO03,EO03,1417408.01,4185628.69,0,159,0,159,159,62,1,0,14,77,19951128093600,20060905225600
1577,063CW02,CW02,1418505.78,4186590.82,0,121,0,121,121,68,0,0,7,75,19951128112400,20060905225600
1578,318AY02,AY02,1410359,4185180.74,0,51,0,51,51,23,0,0,0,23,19951127152900,20060905225600
1579,318AY13,AY13,1410354.22,4184938.48,0,39,0,39,39,15,0,0,0,15,19951127152900,20060905225600
1580,318AY14,AY14,1409924.13,4185083.37,0,116,0,116,116,43,0,0,0,43,19951127152900,20060905225600
1581,318AY09,AY09,1409935.55,4184867.59,0,53,0,53,53,22,0,0,0,22,19951127152900,20060905225600
1582,318AY12,AY12,1409708.93,4184834.97,0,54,0,54,54,20,0,0,0,20,19951127152900,20060905225600
1583,318AY03,AY03,1410188.09,4185123.66,0,342,0,342,342,154,1,5,4,164,19951127152900,20060905225600
1584,063CY08,CY08,1418674.57,4186663.94,14.3,66,0,66,66,41,0,1,1,43,19951128112500,20060905225600
1585,318PED3,PED3,1405433.73,4181916.61,0,236,0,236,236,82,2,0,7,91,19951127162300,20060905225600
1586,063CY09,CY09,1418687.64,4186630,15.1,7,0,7,7,4,0,0,7,11,19951128112500,20060905225600
1739,063CT03,CT03,1417782.29,4186960.95,0,106,0,106,106,86,0,7,13,106,19951128113800,20060905225600
1740,063CT02,CT02,1417702.66,4186966.84,0,115,0,115,115,78,0,1,18,97,19951128113800,20060905225600
1741,063CT01,CT01,1417614.37,4186974.55,0,120,0,120,120,94,0,1,10,105,19951128113800,20060905225600
1742,063CT10,CT10,1417617.17,4186898.29,0,186,0,186,186,132,1,6,16,155,19951128113800,20060905225600
1838,063DR17,DR17,1417787.82,4187559.53,0,67,0,67,67,39,3,0,9,51,19951128135200,20060905225600
1839,063DR20,DR20,1417891.29,4187461.84,0,95,0,95,95,17,0,2,9,28,19951128135200,20060905225600
1840,063DR13,DR13,1417989.84,4187417.47,71.2,0,0,0,0,0,0,0,0,0,19951128135200,20060905225600
1841,063DR14,DR14,1417855.49,4187426.66,0,77,0,77,77,42,0,2,8,52,19951128134900,20060905225600
1842,063DR15,DR15,1417714.96,4187466.6,0,10,0,10,10,5,0,0,0,5,19951128134900,20060905225600
1843,063DC01,DC01,1417716.85,4187401.54,0,132,0,132,132,102,0,3,13,118,19951128134900,20060905225600
1844,063DC02,DC02,1417833.34,4187357.47,83.1,91,0,91,91,63,0,0,18,81,19951128134900,20060905225600
1845,063DC03,DC03,1417865.28,4187349.67,80.6,32,0,32,32,26,0,0,3,29,19951128134900,20060905225600
1846,063DC04,DC04,1417885.43,4187339.32,340,55,0,55,55,38,1,0,14,53,19951128134800,20060905225600
1847,063DC05,DC05,1417950.4,4187364.85,0,0,0,0,0,0,0,0,0,0,19951128134800,20060905225600
1848,063DO02,DO02,1418042.01,4187936.59,0,154,0,154,154,106,0,3,26,135,19951128134800,20060905225600
1849,063DO01,DO01,1417986.58,4187937.07,0,30,0,30,30,16,0,0,6,22,19951128134700,20060905225600
1850,063DO03,DO03,1418128.06,4187970.45,314.6,32,0,32,32,26,0,1,12,39,19951128134700,20060905225600
3957,119AO04,AO04,1422963.9,4189350.82,0,0,0,0,0,0,0,0,0,0,19951205115500,20060905225800
1762,063DC08,DC08,1417862.45,4187213.17,0,77,0,77,77,39,0,0,7,46,19951128114100,20060905225600
1763,063DC07,DC07,1417868,4187252.97,0,80,0,80,80,47,1,0,3,51,19951128114100,20060905225600
1764,063DC06,DC06,1417883.96,4187299.32,342,83,0,83,83,58,1,2,17,78,19951128114100,20060905225600
1765,063DC15,DC15,1417818.44,4187323.9,340.2,56,0,56,56,32,0,0,5,37,19951128114100,20060905225600
1766,063DC16,DC16,1417805.82,4187260.71,0,92,0,92,92,61,0,1,7,69,19951128114100,20060905225600
1767,063DC17,DC17,1417803.31,4187232.18,302.7,31,0,31,31,22,0,1,3,26,19951128114100,20060905225600
1768,063DC10,DC10,1417787.46,4187207.86,303,27,0,27,27,20,0,0,0,20,19951128114100,20060905225600
1769,063DC11,DC11,1417683.96,4187206.08,0,265,0,265,265,194,2,3,18,217,19951128114100,20060905225600
1770,063DC12,DC12,1417695.06,4187285.66,0,404,0,404,404,305,3,2,57,367,19951128114100,20060905225600
1771,063DC14,DC14,1417743.28,4187356.41,346.1,18,0,18,18,10,1,0,5,16,19951128114100,20060905225600
1772,063EN03,EN03,1417458.86,4185919.7,0,85,0,85,85,36,2,0,3,41,19951128114700,20060905225600
1773,063EN02,EN02,1417451.87,4185999.9,0,77,0,77,77,39,0,0,4,43,19951128114700,20060905225600
1774,063EN04,EN04,1417304.36,4185952.88,0,63,0,63,63,28,0,1,1,30,19951128114700,20060905225600
1775,063EN05,EN05,1417202.41,4185970.25,0,90,0,90,90,36,1,0,3,40,19951128114700,20060905225600
1776,063EP07,EP07,1417132.24,4186043.86,0,61,0,61,61,25,0,0,6,31,19951128114700,20060905225600
1777,063EN01,EN01,1417372.31,4186066.47,0,169,0,169,169,85,0,3,6,94,19951128114800,20060905225600
1778,063EP05,EP05,1417176.52,4186085.18,0,36,0,36,36,22,0,1,2,25,19951128114800,20060905225600
1779,063EP04,EP04,1417126.43,4186132.83,0,98,0,98,98,50,1,2,4,57,19951128114800,20060905225600
1780,063EP03,EP03,1417107.49,4186226.32,0,40,0,40,40,21,0,1,1,23,19951128114800,20060905225600
1781,063EM07,EM07,1417330.63,4186196.91,0,247,0,247,247,126,3,0,25,154,19951128114800,20060905225600
1782,063EM08,EM08,1417391.47,4186123.92,0,183,0,183,183,100,3,1,17,121,19951128114900,20060905225600
1048,192BC12,BC12,1415211.3,4180092.18,18.5,28,0,28,28,9,0,0,0,9,19951123092300,20060905225500
1922,063DU05,DU05,1417477.85,4187350.2,0,222,0,222,222,176,4,4,25,209,19951128135800,20060905225600
1923,063DU04,DU04,1417458.69,4187427.42,0,55,0,55,55,35,1,3,11,50,19951128135800,20060905225600
1924,063DU03,DU03,1417407.85,4187453.27,273.6,80,0,80,80,51,0,0,9,60,19951128135800,20060905225600
1925,063DU02,DU02,1417353.94,4187418.51,0,79,0,79,79,53,0,3,0,56,19951128135800,20060905225600
1926,063DV03,DV03,1417366.97,4187503.72,271.8,51,0,51,51,40,0,1,9,50,19951128135800,20060905225600
1927,063DV04,DV04,1417392.83,4187479.87,0,33,0,33,33,19,0,0,3,22,19951128135800,20060905225600
1928,063DT10,DT10,1417401.58,4187521.28,340,94,0,94,94,63,0,0,8,71,19951128135800,20060905225600
1929,063DT09,DT09,1417474.93,4187491.84,344.9,71,0,71,71,35,0,0,9,44,19951128135800,20060905225600
1930,063DT18,DT18,1417444.44,4187552.76,337,70,0,70,70,58,1,1,20,80,19951128135800,20060905225600
1931,063DT14,DT14,1417382.88,4187571.25,69.2,0,0,0,0,0,0,0,0,0,19951128135900,20060905225600
1932,063DT17,DT17,1417476.89,4187576.74,331.4,147,0,147,147,86,1,0,30,117,19951128135900,20060905225600
1933,063DT15,DT15,1417420.5,4187613.29,0,69,0,69,69,46,2,0,9,57,19951128135900,20060905225600
1934,063DT16,DT16,1417474.2,4187608.33,0,32,0,32,32,27,0,2,21,50,19951128135900,20060905225600
1935,063DT06,DT06,1417528.01,4187609.12,0,53,0,53,53,34,0,1,18,53,19951128135900,20060905225600
1936,063DT07,DT07,1417552.3,4187570.42,279.7,114,0,114,114,73,1,1,29,104,19951128135900,20060905225600
1937,063DT19,DT19,1417538.62,4187470.3,0,0,0,0,0,0,0,0,0,0,19951128135900,20060905225600
1938,063DR16,DR16,1417598.78,4187463.32,0,15,0,15,15,8,0,0,3,11,19951128135900,20060905225600
1939,063DR01,DR01,1417581.33,4187572.21,45.5,0,0,0,0,0,0,0,0,0,19951128135900,20060905225600
1940,063DR02,DR02,1417594.07,4187538.64,0,93,0,93,93,64,2,1,32,99,19951128135900,20060905225600
1941,063DR03,DR03,1417656.49,4187575.64,273.8,70,0,70,70,46,3,0,18,67,19951128135900,20060905225600
1942,063DR04,DR04,1417712.45,4187549.44,0,162,0,162,162,118,0,4,23,145,19951128140000,20060905225600
1943,063DR05,DR05,1417740.13,4187639.53,0,105,0,105,105,77,0,0,22,99,19951128140000,20060905225600
1944,063DT02,DT02,1417417.64,4187655.26,0,122,0,122,122,95,0,1,34,130,19951128140000,20060905225600
1110,318DH02,DH02,1414011.93,4184458.61,0,0,0,0,0,0,0,0,0,0,19951123115000,20060905225500
1111,318DN08,DN08,1413832.15,4184298.62,0,275,0,275,275,159,0,3,6,168,19951123115000,20060905225500
1112,318DO06,DO06,1413644.99,4184134.47,0,97,0,97,97,63,0,2,3,68,19951123115100,20060905225500
1113,318DN02,DN02,1413663.96,4184262.32,0,65,0,65,65,27,0,3,0,30,19951123115100,20060905225500
