,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
3991,rue,BOUGAINVILLE,1107,Rue Bougainville ,18,Rue,110718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1107,Bordeaux maritime,RUE BOUGAINVILLE,rue,110718ru,bougainville,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3992,rue,DE BOUGAINVILLE,0534,Rue de Bougainville ,15,Rue,053415ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,bougainville,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3993,imp,BOUILLON,1115,Impasse Bouillon ,18,Impasse,111518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1115,Bordeaux maritime,IMPASSE BOUILLON,impasse,111518im,bouillon,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3994,rue,BOULANGER,1125,Rue Boulanger ,18,Rue,112518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1125,Bordeaux maritime,RUE BOULANGER,rue,112518ru,boulanger,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3995,rue,BRADLEY,1205,Rue Bradley ,18,Rue,120518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1205,Bordeaux maritime,RUE BRADLEY,rue,120518ru,bradley,,bradley,M,5.0,5.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
3996,all,DE BRISTOL,1267,Allée de Bristol ,18,Allée,126718al,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1267,Centre-ville,ALLEE DE BRISTOL,allee,126718al,bristol,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3997,imp,CABRIERE,1345,Impasse Cabrière ,18,Impasse,134518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1345,Bordeaux maritime,IMPASSE CABRIERE,impasse,134518im,cabriere,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3998,rue,DE CALEMBERT,1380,Rue de Calembert ,18,Rue,138018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1380,Centre-ville,RUE DE CALEMBERT,rue,138018ru,calembert,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
3999,rue,CANIS,1480,Rue Canis ,18,Rue,148018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1480,Bordeaux maritime,RUE CANIS,rue,148018ru,canis,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4000,rue,CASSIGNOL,1635,Rue Cassignol ,18,Rue,163518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1635,Chartrons Grand-Parc Jardin Public,RUE CASSIGNOL,rue,163518ru,cassignol,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4001,rue,CASTEJA,1640,Rue Casteja ,18,Rue,164018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1640,Centre-ville,RUE CASTEJA,rue,164018ru,casteja,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4002,rue,CATROS,1665,Rue Catros ,18,Rue,166518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1665,Chartrons Grand-Parc Jardin Public,RUE CATROS,rue,166518ru,catros,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4003,rue,CATROS-GERAND,1667,Rue Catros-Gerand ,18,Rue,166718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1667,Chartrons Grand-Parc Jardin Public,RUE CATROS GERAND,rue,166718ru,catros-gerand,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4004,rue,CAZALIS,1710,Rue Cazalis ,18,Rue,171018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1710,Chartrons Grand-Parc Jardin Public,RUE CAZALIS,rue,171018ru,cazalis,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4005,rue,DE CHAMBRUN,1815,Rue de Chambrun ,18,Rue,181518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1815,Chartrons Grand-Parc Jardin Public,RUE DE CHAMBRUN,rue,181518ru,chambrun,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4006,rue,CHAMPLAIN,1830,Rue Champlain ,18,Rue,183018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1830,Bordeaux maritime,RUE CHAMPLAIN,rue,183018ru,champlain,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4007,rue,CHAMPLAIN,0242,Rue Champlain,13,Rue,024213ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,champlain,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4008,all,CHAMPLAIN,0755,Allée Champlain ,15,Allée,075515al,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,champlain,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4009,imp,CHAMPLAIN,0536,Impasse Champlain ,16,Impasse,053616im,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,champlain,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4010,rue,CHAMPLAIN,0537,Rue Champlain ,16,Rue,053716ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,champlain,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4011,cite,CHANTECRIT,1855,Cité Chantécrit ,18,Cité,185518ci,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1855,Bordeaux maritime,CITE CHANTECRIT,cite,185518ci,chantecrit,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4012,rue,CHANTECRIT,1860,Rue Chantécrit ,18,Rue,186018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1860,Bordeaux maritime,RUE CHANTECRIT,rue,186018ru,chantecrit,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4013,rue,DE CHANTILLY,0765,Rue de Chantilly ,15,Rue,076515ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,chantilly,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4014,imp,DU CHAPELET,1880,Impasse du Chapelet ,18,Impasse,188018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1880,Centre-ville,IMPASSE DU CHAPELET,impasse,188018im,chapelet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4015,pce,DU CHAPELET,1885,Place du Chapelet ,18,Place,188518pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,1885,Centre-ville,PLACE DU CHAPELET,place,188518pl,chapelet,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4016,pce,DU PALAIS,6870,Place du Palais ,18,Place,687018pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,6870,Centre-ville,PLACE DU PALAIS,place,687018pl,palais,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4017,ave,DES CHATEAUX,5004,Avenue des Chateaux ,18,Avenue,500418av,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,chateaux,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4018,pass,LACUSSAN,5000,Passage Lacussan ,18,Passage,500018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,lacussan,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4019,rue,ACHARD,0035,Rue Achard ,18,Rue,003518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0035,Bordeaux maritime,RUE ACHARD,rue,003518ru,achard,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4020,rue,D'ALZON,0205,Rue d'Alzon ,18,Rue,020518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0205,Centre-ville,RUE D'ALZON,rue,020518ru,d'alzon,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4021,rue,DANJOU,0311,Rue Danjou ,18,Rue,031118ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0311,Chartrons Grand-Parc Jardin Public,RUE D'ANJOU,rue,031118ru,danjou,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4022,rue,COROT,2325,Rue Corot ,18,Rue,232518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2325,Bastide,RUE COROT,rue,232518ru,corot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4023,rue,COROT,0287,Rue Corot ,13,Rue,028713ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,corot,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4024,rue,COTREL,2335,Rue Cotrel ,18,Rue,233518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2335,Centre-ville,RUE COTREL,rue,233518ru,cotrel,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4025,rue,DE LA COURSE,2355,Rue de la Course ,18,Rue,235518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2355,Chartrons Grand-Parc Jardin Public,RUE DE LA COURSE,rue,235518ru,course,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4026,rue,DARDENNE,2450,Rue Dardenne ,18,Rue,245018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2450,Chartrons Grand-Parc Jardin Public,RUE DARDENNE,rue,245018ru,dardenne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4027,rue,DARNAL,2460,Rue Darnal ,18,Rue,246018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2460,Centre-ville,RUE DARNAL,rue,246018ru,darnal,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4028,imp,DARNAL,2455,Impasse Darnal ,18,Impasse,245518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2455,Centre-ville,IMPASSE DARNAL,impasse,245518im,darnal,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4029,ave,DU DAUPHINE,0993,Avenue du Dauphiné,15,Avenue,099315av,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,dauphine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4030,pce,DAUPHINE,0745,Place Dauphine ,16,Place,074516pl,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,dauphine,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4031,rue,DAUZATS,2485,Rue Dauzats ,18,Rue,248518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2485,Centre-ville,RUE DAUZATS,rue,248518ru,dauzats,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4032,rue,DELACROIX,0317,Rue Delacroix ,13,Rue,031713ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,delacroix,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4033,rue,DELBOS,2525,Rue Delbos ,18,Rue,252518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2525,Bordeaux maritime,RUE DELBOS,rue,252518ru,delbos,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4034,rue,DELORD,2555,Rue Delord ,18,Rue,255518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2555,Bordeaux maritime,RUE DELORD,rue,255518ru,delord,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4035,rue,DESTANQUE,2620,Rue Destanque ,18,Rue,262018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2620,Bordeaux maritime,RUE DESTANQUE,rue,262018ru,destanque,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4036,rue,DUCAU,2855,Rue Ducau ,18,Rue,285518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2855,Chartrons Grand-Parc Jardin Public,RUE DUCAU,rue,285518ru,ducau,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4037,imp,DUCAULE,2860,Impasse Ducaule ,18,Impasse,286018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2860,Centre-ville,IMPASSE DUCAULE,impasse,286018im,ducaule,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4038,imp,D'AGEN,0060,Impasse d'Agen ,18,Impasse,006018im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0060,Bordeaux sud,IMPASSE D'AGEN,impasse,006018im,d'agen,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4039,rue,D'AGEN,0062,Rue d'Agen ,18,Rue,006218ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0062,Bordeaux sud,RUE D'AGEN,rue,006218ru,d'agen,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4040,rue,DES ALAUDETTES,0070,Rue des Alaudettes ,18,Rue,007018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0070,Centre-ville,RUE ALAUDETTES,rue,007018ru,alaudettes,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4041,crs,D'ALBRET,0120,Cours d'Albret ,18,Cours,012018co,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0120,Centre-ville,COURS D'ALBRET,cours,012018co,d'albret,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4042,rue,DES ALLAMANDIERS,0180,Rue des Allamandiers ,18,Rue,018018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0180,Bordeaux sud,RUE DES ALLAMANDIERS,rue,018018ru,allamandiers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4043,rue,ANDRONNE,0305,Rue Andronne ,18,Rue,030518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0305,Bordeaux sud,RUE ANDRONNE,rue,030518ru,andronne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4044,rue,D'ARCACHON,0345,Rue d'Arcachon ,18,Rue,034518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0345,Nansouty Saint-Genès,RUE D'ARCACHON,rue,034518ru,d'arcachon,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4045,pass,DE L'ARCEAU,0350,Passage de l'Arceau ,18,Passage,035018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0350,Bastide,PASSAGE DE L'ARCEAU,passage,035018pa,l'arceau,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4046,rue,DES ARGENTIERS,0362,Rue des Argentiers ,18,Rue,036218ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0362,Centre-ville,RUE DES ARGENTIERS,rue,036218ru,argentiers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4047,pass,DES ARGENTIERS,0360,Passage des Argentiers ,18,Passage,036018pa,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0360,Centre-ville,PASSAGE DES ARGENTIERS,passage,036018pa,argentiers,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4048,crs,DE L'ARGONNE,0365,Cours de l'Argonne ,18,Cours,036518co,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0365,Bordeaux sud,COURS DE L'ARGONNE,cours,036518co,l'argonne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
4049,ave,DE L'ARGONNE,0185,Avenue de l'Argonne ,16,Avenue,018516av,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,l'argonne,,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
