,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune,nom_street_1,nom_street_2,prenoms_join_1,sexe_join_1,nombre_prenoms_sexe_join_1,nombre_prenoms_join_1,proportion_join_1,prenoms_join_2,sexe_join_2,nombre_prenoms_sexe_join_2,nombre_prenoms_join_2,proportion_join_2,title_name_1,title_genre_1,title_name_2,title_genre_2,title_coef,street_genre,perso_nom_1,perso_genre_1,perso_nom_2,perso_genre_2
8075,rue,JEAN BART,0645,Rue Jean Bart ,13,Rue,064513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,bart,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8076,ave,JEAN BART,1750,Avenue Jean Bart ,15,Avenue,175015av,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,bart,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8077,rue,JEAN BART,1452,Rue Jean Bart ,16,Rue,145216ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,bart,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8078,all,JEAN BENAIS,4571,Allée Jean Benais ,18,Allée,457118al,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4571,Bordeaux maritime,ALLEE JEAN BENAIS,allee,457118al,jean,benais,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8079,rue,JEAN GRONDEL CAUD,4615,Rue Jean Grondel  ,18,Rue,461518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4615,Caudéran,RUE JEAN GRONDEL,rue,461518ru,jean,grondel,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8080,rue,JEAN SOULA,4695,Rue Jean Soula ,18,Rue,469518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4695,Centre-ville,RUE JEAN SOULA,rue,469518ru,jean,soula,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8081,rue,JEAN VAQUIER,4698,Rue Jean Vaquier ,18,Rue,469818ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4698,Bordeaux maritime,RUE JEAN VAQUIER,rue,469818ru,jean,vaquier,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8082,rue,JEAN BEDOURET,4570,Rue Jean Bedouret ,18,Rue,457018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4570,Bastide,RUE JEAN BEDOURET,rue,457018ru,jean,bedouret,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8083,rue,JEAN BURGUET,4580,Rue Jean Burguet ,18,Rue,458018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4580,Saint Augustin Tauzin Alphonse Dupeux,RUE JEAN BURGUET,rue,458018ru,jean,burguet,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8084,rue,JEAN DESCAS,4600,Rue Jean Descas ,18,Rue,460018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4600,Bordeaux sud,RUE JEAN DESCAS,rue,460018ru,jean,descas,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8085,rue,JEAN DOLLFUS,4605,Rue Jean Dollfus ,18,Rue,460518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4605,Bastide,RUE JEAN DOLLFUS,rue,460518ru,jean,dollfus,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8086,rue,JEAN DUMAS,4610,Rue Jean Dumas ,18,Rue,461018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4610,Nansouty Saint-Genès,RUE JEAN DUMAS,rue,461018ru,jean,dumas,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8087,rue,GAETAN DUMAS,3787,Rue Gaëtan Dumas ,18,Rue,378718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,3787,Bastide,RUE GAETAN DUMAS,rue,378718ru,gaetan,dumas,gaetan,M,52.0,52.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8088,rue,ALEXANDRE DUMAS,5002,Rue Alexandre Dumas ,6,Rue,50026ru,6,56,BLANQUEFORT,1413725.57,4197385.21,0,Blanquefort,19920310181800,20080925154200,56.0,13899.0,693.0,14592.0,13899.0,5334.0,22.0,40.0,173.0,5569.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8089,rue,ALEXANDRE DUMAS,3214,Rue Alexandre Dumas ,14,Rue,321414ru,14,192,GRADIGNAN,1412269.47,4180306.34,0,Gradignan,19920310181800,20080925154356,192.0,21533.0,1040.0,22573.0,22191.0,9199.0,62.0,136.0,416.0,9813.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8090,rue,ALEXANDRE DUMAS,0036,Rue Alexandre Dumas ,19,Rue,003619ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8091,rue,ALEXANDRE DUMAS,0058,Rue Alexandre Dumas ,17,Rue,005817ru,17,449,SAINT MEDARD EN JALLES,1398831.98,4193542.49,0,Saint-Médard-en-Jalles,19920310181800,20091119174748,449.0,25566.0,79.0,25645.0,25566.0,9366.0,47.0,33.0,211.0,9657.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8092,all,ALEXANDRE DUMAS,0128,Allée Alexandre Dumas ,18,Allée,012818al,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,0128,Bordeaux maritime,ALLEE ALEXANDRE DUMAS,allee,012818al,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8093,rue,ALEXANDRE DUMAS,0045,Rue Alexandre Dumas ,13,Rue,004513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8094,rue,ALEXANDRE DUMAS,0075,Rue Alexandre Dumas ,16,Rue,007516ru,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,alexandre,dumas,alexandre,M,3785.0,3785.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8095,rue,JEAN FLEURET,4613,Rue Jean Fleuret ,18,Rue,461318ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4613,Centre-ville,RUE JEAN FLEURET,rue,461318ru,jean,fleuret,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8096,rue,JEAN SAMAZEUILH,4692,Rue Jean Samazeuilh ,18,Rue,469218ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4692,Bordeaux maritime,RUE JEAN SAMAZEUILH,rue,469218ru,jean,samazeuilh,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8097,rue,JEAN SABAROTS,4690,Rue Jean Sabarots ,18,Rue,469018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4690,Bastide,RUE JEAN SABAROTS,rue,469018ru,jean,sabarots,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8098,rue,JEAN ANOUILH CAUD,4547,Rue Jean Anouilh  ,18,Rue,454718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4547,Caudéran,RUE JEAN ANOUILH,rue,454718ru,jean,anouilh,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8099,all,JEAN ANOUILH,1435,Allée Jean Anouilh ,16,Allée,143516al,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,anouilh,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8100,rue,JEAN GOUSSEBAIRE,4618,Rue Jean Goussebaire ,18,Rue,461818ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4618,Bastide,RUE JEAN GOUSSEBAIRE,rue,461818ru,jean,goussebaire,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8101,rue,JEAN DE MALET,4657,Rue Jean de Malet ,18,Rue,465718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4657,Bordeaux sud,RUE JEAN DE MALET,rue,465718ru,jean,malet,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8102,rue,JEAN FORTON,4617,Rue Jean Forton ,18,Rue,461718ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4617,Bastide,RUE JEAN FORTON,rue,461718ru,jean,forton,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8103,rue,JEAN ODIN,4668,Rue Jean Odin ,18,Rue,466818ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4668,Chartrons Grand-Parc Jardin Public,RUE JEAN ODIN,rue,466818ru,jean,odin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8104,rue,JEAN LALANNE,4655,Rue Jean Lalanne ,18,Rue,465518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4655,Nansouty Saint-Genès,RUE JEAN LALANNE,rue,465518ru,jean,lalanne,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8105,rue,EMILE LALANNE,0365,Rue Emile Lalanne ,13,Rue,036513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,emile,lalanne,emile,M,461.0,461.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8106,imp,ABBE LALANNE,0002,Impasse Abbé Lalanne ,27,Impasse,000227im,27,3,AMBARESETLAGRAVE,1422226.17,4200430.36,0,Ambarès-et-Lagrave,19920310181800,20080925154032,3.0,11201.0,153.0,11354.0,11205.0,4052.0,34.0,9.0,211.0,4306.0,,,,,,abbe,lalanne,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
8107,rue,MAXIME LALANNE,6245,Rue Maxime Lalanne ,18,Rue,624518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,6245,Nansouty Saint-Genès,RUE MAXIME LALANNE,rue,624518ru,maxime,lalanne,maxime,M,3428.0,3428.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8108,rue,JEAN RENAUD DANDICOLLE,4680,Rue Jean Renaud Dandicolle ,18,Rue,468018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4680,Saint Augustin Tauzin Alphonse Dupeux,RUE JEAN RENAUD DANDICOLLE,rue,468018ru,jean,renaud,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8109,rue,JEAN COUDANNE CAUD,4585,Rue Jean Coudanne  ,18,Rue,458518ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4585,Caudéran,RUE JEAN COUDANNE,rue,458518ru,jean,coudanne,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8110,sq,JEAN REBEYROL,4679,Square Jean Rebeyrol ,18,Sqaure,467918sq,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,4679,Bordeaux maritime,SQUARE JEAN REBEYROL,square,467918sq,jean,rebeyrol,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8111,pce,JEAN BERTHEROY,0632416,Place Jean Bertheroy ,18,Place,063241618pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,jean,bertheroy,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8112,rue,JEAN ROYER,0632430,Rue Jean Royer,18,Rue,063243018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,jean,royer,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8113,rue,ERNEST ROYER,0580,Rue Ernest Royer ,23,Rue,058023ru,23,69,LE BOUSCAT,1414160.57,4191121.81,0,Le Bouscat,19920310181800,20080925154240,69.0,22455.0,0.0,22455.0,22455.0,10315.0,82.0,117.0,701.0,11215.0,,,,,,ernest,royer,ernest,M,90.0,90.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8114,pce,JEAN CAYROL,0632437,Place Jean Cayrol,18,Place,063243718pl,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,,jean,cayrol,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8115,rue,JEAN BONNARDEL,0646,Rue Jean Bonnardel ,13,Rue,064613ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,bonnardel,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8116,rue,JEAN DUBERGIER,0675,Rue Jean Dubergier ,13,Rue,067513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,dubergier,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8117,imp,DUFFOUR DUBERGIER,2885,Impasse Duffour Dubergier ,18,Impasse,288518im,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2885,Centre-ville,IMPASSE DUFFOUR DUBERGIER,impasse,288518im,duffour,dubergier,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
8118,rue,DUFFOUR DUBERGIER,2880,Rue Duffour Dubergier ,18,Rue,288018ru,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,2880,Centre-ville,RUE DUFFOUR DUBERGIER,rue,288018ru,duffour,dubergier,,Inconnu,,,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,Inconnu,,Inconnu,,Inconnu
8119,rue,JEAN EDGARD GLADY,0655,Rue Jean Edgard Glady ,13,Rue,065513ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,edgard,jean,M,964.0,964.0,1.0,edgard,M,6.0,6.0,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8120,rue,JEAN PAGES,0732,Rue Jean Pages ,13,Rue,073213ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,pages,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8121,rue,JEAN ROLLAND PILLET,5500613,Rue Jean Rolland Pillet,13,Rue,550061313ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,rolland,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8122,rue,ROMAIN ROLLAND,2490321,Rue Romain Rolland,11,Rue,249032111ru,11,249,LORMONT,1420925.07,4192429.8,0,Lormont,19920310181800,20080925154420,249.0,21340.0,245.0,21585.0,21340.0,8267.0,23.0,30.0,325.0,8645.0,,,,,,romain,rolland,romain,M,1823.0,1823.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8123,rue,ROMAIN ROLLAND,1363,Rue Romain Rolland ,9,Rue,13639ru,9,167,FLOIRAC,1420823.75,4187470.98,0,Floirac,19920310181800,20090430112628,167.0,16157.0,0.0,16157.0,16157.0,6169.0,9.0,62.0,224.0,6464.0,,,,,,romain,rolland,romain,M,1823.0,1823.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8124,rue,ROMAIN ROLLAND,1697,Rue Romain Rolland ,19,Rue,169719ru,19,119,CENON,1420563.36,4190043.75,0,Cenon,19920310181800,20080925154316,119.0,21282.0,131.0,21413.0,21282.0,8721.0,24.0,59.0,388.0,9192.0,,,,,,romain,rolland,romain,M,1823.0,1823.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8125,rue,ROMAIN ROLLAND,2960,Rue Romain Rolland ,15,Rue,296015ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,romain,rolland,romain,M,1823.0,1823.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8126,ave,ROMAIN ROLLAND,2580,Avenue Romain Rolland ,16,Avenue,258016av,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,romain,rolland,romain,M,1823.0,1823.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8127,rue,JEAN XAMBILLY,5500614,Rue Jean Xambilly,13,Rue,550061413ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,xambilly,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8128,rue,JEAN LECOINTE,0700,Rue Jean Lecointe ,13,Rue,070013ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,lecointe,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8129,rue,JEAN PERRIN,0731,Rue Jean Perrin ,13,Rue,073113ru,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,,jean,perrin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8130,rue,JEAN PERRIN,1819,Rue Jean Perrin ,15,Rue,181915ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,perrin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8131,ave,JEAN PERRIN,1505,Avenue Jean Perrin ,16,Avenue,150516av,16,281,MERIGNAC,1407488.34,4187533.36,0,Mérignac,19920310181800,20130507130812,281.0,61843.0,948.0,62791.0,61988.0,27600.0,163.0,278.0,1553.0,29594.0,,,,,,jean,perrin,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8132,rue,JEAN-BAPTISTE PERRIN,,Rue Jean-Baptiste Perrin ,24,Rue,,24,162,EYSINES,1410803.23,4193110.77,0,Eysines,19920310181800,20080925154332,162.0,18401.0,193.0,18594.0,18405.0,6995.0,37.0,20.0,182.0,7234.0,,,,,,jean-baptiste,perrin,jean-baptiste,M,192.0,192.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
8133,rue,JEAN LE POULAIN,1793,Rue Jean le Poulain ,15,Rue,179315ru,15,318,PESSAC,1408595.98,4183495.63,0,Pessac,19920310181800,20080925154448,318.0,56121.0,230.0,56351.0,56131.0,22025.0,181.0,178.0,935.0,23319.0,,,,,,jean,poulain,jean,M,964.0,964.0,1.0,,Inconnu,,,1.0,,Inconnu,,Inconnu,0,M,,Inconnu,,Inconnu
