index,type,street_simple,code_riv,street_full,code_commune,type_full,code_riv_commune,COM_code_commune,COM_code_ilot,COM_nom_commune_maj,COM_abscisse,COM_ordonne,COM_orientation,COM_nom_commune,COM_date_creation,COM_date_modifiction,ILOT_code_ilot_normalise,ILOT_pop_municipale,ILOT_pop_compté_a_part,ILOT_pop_totale,ILOT_pop_sans_double_compte,ILOT_nbr_residence_prin,ILOT_nbr_residence_secon,ILOT_NB_LOG_O,ILOT_nbr_logement_vancant,ILOT_nbr_logement_total,QUAR_code_rivoli,QUAR_nom_quartier,QUAR_nom_voie,QUAR_type,QUAR_code_rivoli_commune
698,voie,RESIDENCE LES ORANGERS,,Voie Résidence les Orangers ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
699,voie,RESIDENCE MURAT,,Voie Résidence Murat ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
700,rue,WILLIAM LACOSTE,,Rue William Lacoste ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
701,all,PIETONNE SECTEUR HOTELS,,Allée Pietonne Secteur Hotels ,18,Allée,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
702,sq,DOCTEUR GUY LAMOU,,Square Docteur Guy Lamou ,18,Sqaure,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
703,voie,NOUVELLE N°7 LOT.ST LOUIS,,Voie nouvelle n°7 lot. St Louis,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
704,esp,LINNE,,Esplanade Linné,18,Esplanade,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
705,ave,DU 11 NOVEMBRE 1918,,Avenue du 11 Novembre 1918 ,18,Avenue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
706,pce,GABRIEL DELAUNAY,,Place Gabriel Delaunay ,18,Place,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
707,rue,MEDECIN GENERAL GRANDPIERRE,,Rue Medecin Général Grandpierre ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
708,rue,DU COMMANDANT COUSTEAU,,Rue du Commandant Cousteau ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
709,parv,HENRI SAUGUET,,Parvis Henri Sauguet ,18,Parvis,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
710,imp,DU CLOS DES ORANGERS,,Impasse du Clos des Orangers ,18,Impasse,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
711,voie,DU PARC DE BACALAN,,Voie du Parc de Bacalan ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
712,all,DU GRAND LEBRUN,,Allée du Grand Lebrun ,18,Allée,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
713,voie,LOT LES PERINOTTES,,Voie Lot les Perinottes ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
714,esp,PROFESSEUR TOURNESOL,,Esplanade Professeur Tournesol ,18,Esplanade,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
715,rue,DE SEM,,Rue de Sem ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
716,voie,PORT BASTIDE,,Voie Port Bastide ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
717,rdpt,MARIE FEL,,Rond-point Marie Fel ,18,Rond-point,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
718,rdpt,LA GRENOUILLÈRE,,Rond-point la Grenouillère ,18,Rond-point,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
719,imp,DUGUAY-TROUIN 2,,Impasse Duguay-Trouin 2 ,18,Impasse,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
720,all,RAYMOND JEAN DUPOUY (CAUD),,Allée Raymond Jean Dupouy (caud) ,18,Allée,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
721,pce,DE CAMPEYRAUT,,Place de Campeyraut ,18,Place,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
722,res,HAMEAU BLANQUI,,Résidence Hameau Blanqui ,18,Résidence,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
723,pont,SAINT- JEAN,,Pont Saint-Jean ,18,Pont,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
724,rue,MEDECIN COLONEL ALBERT CHEMIN,,Rue Medecin Colonel Albert Chemin ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
725,rue,DE TOULOUSE LAUTREC,,Rue de Toulouse Lautrec ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
726,rue,BEYSSAC,,Rue Beyssac ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
727,sq,JEAN VAUTHIER,,Square Jean Vauthier ,18,Sqaure,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
728,rue,DU DOCTEUR YERSIN,,Rue du Docteur Yersin ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
729,rue,HENRIOT EMILE,,Rue Henriot Emile ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
730,rue,DU GENERAL GUSTAVE FERRIE,,Rue du Général Gustave Ferrie ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
731,lot,VOIE NOUVELLE,,Lotissement Voie Nouvelle,18,Lotissement,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
732,rdpt,ROGER LAPEBIE,,Rond-point Roger Lapebie ,18,Rond-point,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
733,rdpt,ANDRE ROUTIS,,Rond-point André Routis ,18,Rond-point,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
734,rue,PROFESSEUR CHARLES HIGOUNET,,Rue Professeur Charles Higounet ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
735,rue,VICTOR SCHOELCHER,,Rue Victor Schoelcher ,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
736,prom,MARTIN LUTHER KING,,Promenade Martin Luther King,18,Promenade,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
737,rue,ANCIENS COMBATTANTS D'AFRIQUE,,Rue Anciens Combattants d'Afrique,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
738,cite,PAVIE,,Cité Pavie ,18,Cité,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
739,voie,LOT. SAINT LOUIS N6,,Voie Lot. Saint Louis N6 ,18,Voie,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
740,rue,RAYMOND AUGUSTE MONVOISIN,,Rue Raymond Auguste Monvoisin,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
741,rue,ERMEND BONNAL,,Rue Ermend Bonnal,18,Rue,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
742,cite,LAFON,,Cité Lafon ,18,Cité,,18,63,BORDEAUX,1415898.46,4188713.91,0,Bordeaux,19920310181800,20091123155104,63.0,215180.0,1856.0,217036.0,215352.0,113897.0,992.0,2322.0,15570.0,132781.0,,,,,
743,rue,MARX DORMOY,,Rue Marx Dormoy ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
744,rue,DU 11 NOVEMBRE,,Rue du 11 Novembre ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
745,ave,PIERRE PROUDHON,,Avenue Pierre Proudhon ,13,Avenue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
746,cite,JULIEN MAHIC,,Cité Julien Mahic ,13,Cité,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
747,all,DU CHATEAU,,Allée du Château ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
748,rue,JEAN COLBERT,,Rue Jean Colbert ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
749,chem,DE GUITTERONDE,,Chemin de Guitteronde ,13,Chemin,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
750,imp,HENRI DUNANT,,Impasse Henri Dunant ,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
751,chem,DE HOURCADE,,Chemin de Hourcade ,13,Chemin,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
752,res,VAL DE L'EAU BOURDE 2,,Résidence Val de l'Eau Bourde 2 ,13,Résidence,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
753,all,DES MARGUERITES,,Allée des Marguerites ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
754,all,DOMAINE DE GLADY,,Allée Domaine de Glady ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
755,all,DES COULEMELLES,,Allée des Coulemelles ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
756,all,PETITE SAVOIE,,Allée Petite Savoie ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
757,all,DE L'ABBE SAINT-PIERRE,,Allée de l'Abbé Saint-Pierre ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
758,all,DES IRIS,,Allée des Iris ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
759,all,DE SAINT-LYS,,Allée de Saint-Lys ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
760,all,DU JASMIN,,Allée du Jasmin ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
761,rue,DU LEVANT,,Rue du Levant ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
762,res,LE CHATEAU 2,,Résidence le Château 2 ,13,Résidence,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
763,res,LE CHATEAU 3,,Résidence le Château 3 ,13,Résidence,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
764,res,SARCIGNAN 2,,Résidence Sarcignan 2 ,13,Résidence,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
765,all,DU SOUS-BOIS,,Allée du Sous-Bois ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
766,rue,BUCHOU,,Rue Buchou ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
767,rue,DE LA HARPE,,Rue de la Harpe ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
768,rue,JEAN MONNET,,Rue Jean Monnet ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
769,chem,DE MARTEAU,,Chemin de Marteau ,13,Chemin,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
770,imp,BARREYRE,,Impasse Barreyre ,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
771,imp,CAMILLE JORDAN,,Impasse Camille Jordan ,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
772,rue,PAUL CEZANNE,,Rue Paul Cézanne ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
773,imp,DE BENEDIGUES,,Impasse de Benedigues ,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
774,all,DE BRIGNON,,Allée de Brignon ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
775,rue,LEBRIX,,Rue Lebrix ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
776,pch,DE BRUCA,,Petit Chemin de Bruca ,13,Petit Chemin,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
777,rue,GALVANY,,Rue Galvany ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
778,all,EMILE AUGIER,,Allée Emile Augier ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
779,all,ALFRED DE VIGNY,,Allée Alfred de Vigny ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
780,all,GEORGES SAND,,Allée Georges Sand ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
781,all,DES COTTAGES,,Allée des Cottages ,13,Allée,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
782,ave,DU MARECHAL JUIN,,Avenue du Maréchal Juin ,13,Avenue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
783,acc,3EME CIRCONSCRIPTION,,Accès 3ème Circonscription ,13,Accès,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
784,rue,JACQUES YVES COUSTEAU,,Rue Jacques Yves Cousteau ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
785,ave,DU 7EME ART,,Avenue du 7eme Art ,13,Avenue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
786,rue,LOUIS DE FUNES,,Rue Louis de Funes ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
787,rue,ANDRE BOURVIL,,Rue André Bourvil ,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
788,imp,DE PAGUEMAOU,,Impasse de Paguemaou,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
789,rue,FRANCOIS DOUAT,,Rue François Douat,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
790,rue,MARCEL HERVE,,Rue Marcel Herve,13,Rue,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
791,chem,CHARLES TELLIER,,Chemin Charles Tellier ,13,Chemin,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
792,voie,MAC DONALD,,Voie Mac Donald,13,Voie,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
793,imp,DU CLOS DU PONT DE LA MAYE,,Impasse du Clos du Pont de La Maye,13,Impasse,,13,550,VILLENAVE D'ORNON,1416524.53,4180650.11,0,Villenave-d'Ornon,19920310181800,20140805093340,550.0,27496.0,134.0,27630.0,27500.0,10627.0,64.0,70.0,474.0,11235.0,,,,,
